#Organikoa,Funtzionala,Ekonomikoa,R,Aplikazioaren izena,2024ko Hasierako kreditua,2024ko Behin-betiko kreditua,O
1815,3401,14100,,Bestelako langileak,35930,35930,91901.23
1815,3401,16000,,"Gizarte Segurantza, enpresaren kontura",156655,156655,170539.72
1815,3401,16500,,"Elkarkidetzako kuotak, Udalaren kontura",10028,10028,9546
1820,1515,22704,,"Piie - Zaramagako gizarte-, kultura- eta kirol-jarduerak",597965.42,373698.47,147746.59
1820,1515,22704,R,PIEE-Zaramagako herritarren eta kultura eragileen parte-hartzea,0,36859.36,10389.06
1820,3371,12000,,Funtzionarioen oinarrizko ordainsariak,2168658.75,2168658.75,2262721.68
1820,3371,12100,,Funtzionarioen ordainsari osagarriak,3032022,3032022,3173806.6
1820,3371,14100,,Bestelako langileak,1836850,1836850,3137228.21
1820,3371,16000,,"Gizarte Segurantza, enpresaren kontura",2367387,2367387,2749008.31
1820,3371,16500,,"Elkarkidetzako kuotak, Udalaren kontura",89343,89343,96472.16
1820,3371,22115,,Gizarte-etxeetako berariazko material teknikoa,5000,5000,21676.66
1820,3371,22607,,Gizarte-etxeetako kanpainen zabalkundea,5000,5000,1513.9
1820,3371,22618,,Gizarte-etxeetako bestelako funtzionamendu-gastuak,70000,70000,37698.83
1820,3371,22618,R,Gizarte-etxeetako bestelako funtzionamendu-gastuak,0,37236.34,37236.34
1820,3371,22663,,Eguberrietako haur parkea,78069.2,78069.2,80000
1820,3371,22697,,Kaleidos.red fundazioko kuota,12020.24,12020.24,12020.24
1820,3371,22732,,Aisia eta denbora libreko zerbitzu-kontratuak,2067626.04,2129626.04,2146236.65
1820,3371,22767,,Zonako lantaldeen programak,75000,75000,54704.85
1820,3371,62505,,Bestelako tresnak,4352.9,4352.9,4188.06
1820,9211,62512,,Gizarte-etxeetako ekipamendu inbertsioak,90000,31000,30796.31
1820,9211,62512,R,Gizarte-etxeetako ekipamendu inbertsioak,0,62652.87,62652.87
1820,9241,48101,,"Lankidetza-hitzarmena: Deustu-gizarte etxeak, 2030",0,45000,30000
1820,9242,48988,,Hitzarmena: san martin auzotarren elkartea,100000,100000,100000
1822,1533,60133,,Gasteiz hobetuz,1400000,1205000,6741.39
1822,1533,60133,A,Gasteiz hobetuz,0,871.34,871.34
1822,1533,60133,R,Gasteiz hobetuz,0,1435028.29,700835.82
1822,9241,12000,,Funtzionarioen oinarrizko ordainsariak,96395.32,96395.32,105834.37
1822,9241,12100,,Funtzionarioen ordainsari osagarriak,115626,115626,126843.31
1822,9241,14100,,Bestelako langileak,39051,39051,54500.68
1822,9241,16000,,"Gizarte Segurantza, enpresaren kontura",71373,71373,85946.01
1822,9241,16500,,"Elkarkidetzako kuotak, Udalaren kontura",2715,2715,5041.4
1822,9241,22699,,Herritarren parte-hartzeko beste hainbat gastu,1000,1000,316.03
1822,9241,22701,,Jaietako eszenatokiak jartzea auzoetan,60000,60000,59713.5
1822,9241,22732,,Zerbitzuak emateko kontratuak,185000,173000,197414.98
1822,9241,22733,,Gasteiz hobetuz (2. kapitulua),0,155000,81581.47
1822,9241,22799,,Herritarren parte-hartzeko beste hainbat kanpo-lan,35000,35000,21264.16
1822,9241,48101,,Deusto eta Gizarte Etxeen arteko 2030 Hitzarmena,45000,0,0
1822,9241,62505,,Bestelako tresnak,2000,0,0
1822,9241,62633,,Herritarren partaidetzarako ekipo informatikoa,0,2000,0
1822,9242,48014,,Diru-laguntza: herritarren partaidetzarako proiektua,24000,24000,23950
1822,9242,48954,,Auzo-elkarteentzako diru-laguntzak,240000,240000,240000
1822,9242,68555,,Goikolarra gizarte zentruko ekipamendu inbertsioa,150000,150000,0
1825,3371,22702,,Banatzaile elektronikoak,61201.8,61201.8,51950.89
1825,9204,12000,,Funtzionarioen oinarrizko ordainsariak,687477.92,687477.92,694766.29
1825,9204,12100,,Funtzionarioen ordainsari osagarriak,859564,859564,926428.36
1825,9204,14100,,Bestelako langileak,217439,217439,274722.05
1825,9204,16000,,"Gizarte Segurantza, enpresaren kontura",508134,508134,535017.52
1825,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",43513,43513,42865.36
1825,9251,22201,,Herritarrei argibideak emateko sistema (010),630000,686543.6,652880.33
2310,3301,11000,,Kabineteko behin-behineko langileen ordainsariak,92718,92718,92625.72
2310,3301,12000,,Funtzionarioen oinarrizko ordainsariak,18631.65,18631.65,26043.02
2310,3301,12100,,Funtzionarioen ordainsari osagarriak,24796,24796,39952.98
2310,3301,16000,,"Gizarte Segurantza, enpresaren kontura",26832,26832,30160.17
2310,3301,21906,,Ikus-entzunezko ekipoen konponketa,500,500,237.62
2310,3301,22765,,Iradier Arenako zerbitzu-kontratua,15000,15000,10702.28
2310,3341,22708,,Iradier Arena analisiaren kontratuak,39000,39000,0
2311,3291,43101,,Luis Aranburu Musika Eskolari,892490,952490,952490
2311,3291,73101,,"Ekarpena, Luis Aranburu Musika Eskolari",24500,24500,24500
2311,3292,43103,,Jose Uruñuela Dantza Kontserbatorioari,591625,697149.53,631625
2311,3292,73103,,"Ekarpena, Jose Uruñuela Dantza Kontserbatorioari",15000,15000,15000
2311,3301,12000,,Funtzionarioen oinarrizko ordainsariak,279463.94,279463.94,310819.76
2311,3301,12100,,Funtzionarioen ordainsari osagarriak,348397,348397,376580.54
2311,3301,14100,,Bestelako langileak,65954,65954,213031.29
2311,3301,16000,,"Gizarte Segurantza, enpresaren kontura",204849,204849,259272.06
2311,3301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",11774,11774,12330.25
2311,3301,22111,,Tresna eta lanabesak,500,500,387.53
2311,3301,62501,,Altzariak,500,500,0
2311,3301,62901,,Kultur ekintzarako ekipoak erostea,10000,10000,9662.96
2311,3341,48975,,Artium museoa,120000,130000,130000
2311,3341,78900,R,"Hitzarmena: Artium, Esther Ferrerren lana",0,6000,6000
231201,3322,12000,,Funtzionarioen oinarrizko ordainsariak,285666.4,285666.4,244548.2
231201,3322,12100,,Funtzionarioen ordainsari osagarriak,342735,342735,284740.88
231201,3322,14100,,Bestelako langileak,95738,95738,73367.65
231201,3322,16000,,"Gizarte Segurantza, enpresaren kontura",213759,213759,181037.67
231201,3322,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3988,3988,3070.79
231201,3322,22699,,Artxiboko kontserbazio-gastu materialak,8000,8000,7944.63
231201,3322,22752,,Udal artxiboko kontratuak,30000,30000,29988.07
231201,3322,62801,,Udal Artxiborako funtsak erostea,3000,3000,2979.38
231202,3391,12000,,Funtzionarioen oinarrizko ordainsariak,300255.84,300255.84,309449.48
231202,3391,12100,,Funtzionarioen ordainsari osagarriak,392183,392183,404860.71
231202,3391,14100,,Bestelako langileak,135860,135860,104748.64
231202,3391,16000,,"Gizarte Segurantza, enpresaren kontura",254316,254316,230242.8
231202,3391,16500,,"Elkarkidetzako kuotak, Udalaren kontura",10892,10892,8978.5
231202,3391,22624,,Folklore akademiako programazio-gastuak,20000,20000,22489.35
231202,3391,22625,,Folklore Akademiaren musika-udalekuak,70000,70000,70000
231202,3391,22757,,Folklore Akademiako zerbitzu-enpresak,35000,35000,40957.97
231202,3391,62914,,Folklore Akademiako ekipamendua,5000,5000,4323.86
231203,3301,20103,,Alokairuak,70000,70000,68832.01
231203,3341,22609,,Euskal jaia: gora gu!,20000,0,0
231203,3341,22635,,Azkena Rock jaialdia,359999.89,379999.89,379999.89
231203,3341,22652,,Beste kultura-jarduera batzuk - dantzaldiak,50000,50000,48423.88
231203,3341,22653,,Kultura-zabalkundea,55000,50000,62070.35
231203,3341,22654,,Kultura Plan Estrategikoa,90000,90000,110637.75
231203,3341,22733,,Espazio publikoetako kultura-programak,198000,198000,187554.44
231203,3341,22733,R,Espazio publikoetako kultura-programak,0,1529.99,0
231203,3341,22734,,Kaldearte eta espazio publikoetako kultura-programak,0,0,17537.86
231203,3341,22756,,Kultur Ekintzen Zerbitzua,265000,265000,284370.79
231203,3341,22756,R,Kultur Ekintzen Zerbitzua,0,3477.67,3477.5
231203,3341,41921,A,"Hitzarmena: EHU, Cortada jaialdia",0,1400,0
231203,3341,41926,,Hitzarmena: EHU - udal aktak,10000,10000,8000
231203,3341,41926,R,Hitzarmena: EHU - udal aktak,0,2000,2000
231203,3341,48100,,Hitzarmena: ICOFF jaialdia,7000,7000,5600
231203,3341,48100,R,Hitzarmena: ICOFF jaialdia,0,1400,1400
231203,3341,48101,,Hitzarmena: Arteen arloko fantasia jaialdia II. Astea (TARTALO ),20000,20000,16000
231203,3341,48917,,Hitzarmena Magialdiarekin,85000,85000,68000
231203,3341,48917,R,Hitzarmena Magialdiarekin,0,17000,17000
231203,3341,48929,,Deialdia: Jazzaldia,198000,198000,158400
231203,3341,48929,R,Deialdia: Jazzaldia,0,39600,39600
231203,3341,48933,,Kultur proiektuetarako dirulaguntza deialdia,200000,200000,163049.52
231203,3341,48933,A,Kultur proiektuetarako dirulaguntza deialdia,0,776.86,0
231203,3341,48933,R,Kultur proiektuetarako dirulaguntza deialdia,0,40001.92,36076.8
231203,3341,48939,,Valentín de Foronda patronatua,12000,12000,12000
231203,3341,48961,,Hitzarmena: World Press Photo,52000,52000,41600
231203,3341,48961,R,Hitzarmena: World Press Photo,0,10400,10400
231203,3341,48962,,Hitzarmena: argazkigintza-elkartea,8000,8000,6400
231203,3341,48970,,Hitzarmena: Arabako Bertsozale Elkartea,14000,14000,11200
231203,3341,48970,R,Hitzarmena: Arabako Bertsozale Elkartea,0,2800,2800
231203,3341,48971,,Hitzarmena Arabako Dantzarien Biltzarrarekin,8000,8000,6400
231203,3341,48971,A,Hitzarmena Arabako Dantzarien Biltzarrarekin,0,1600,0
231203,3341,48971,R,Hitzarmena Arabako Dantzarien Biltzarrarekin,0,1600,1600
231203,3342,48101,,Hitzarmena: Korterraza jaialdia,25000,25000,20000
231203,3361,68500,,Eskultura eta artelanak erostea,20000,20000,8673.78
231203,3361,68500,R,Eskultura eta artelanak erostea,0,14000,0
231203,3361,68503,,Artelanak zaindu eta zaharberritzeko plana,50000,50000,49999.92
231203,3361,68503,R,Artelanak zaindu eta zaharberritzeko plana,0,12647.1,12647.1
231203,3361,78100,,Dirulaguntza: Santa Maria katedraleko obrak,120000,120000,96000
231203,3361,78100,R,Dirulaguntza: Santa Maria katedraleko obrak,0,24000,24000
231203,3381,12000,,Funtzionarioen oinarrizko ordainsariak,154119.77,154119.77,188236.87
231203,3381,12100,,Funtzionarioen ordainsari osagarriak,220044,220044,251559.29
231203,3381,14100,,Bestelako langileak,102765,102765,96146.98
231203,3381,16000,,"Gizarte Segurantza, enpresaren kontura",135814,135814,145223.63
231203,3381,16500,,"Elkarkidetzako kuotak, Udalaren kontura",8288,8288,9806.02
231203,3381,22643,,"Erraldoiak, harmailak eta jaiotza konpontzea",15000,15000,8419.92
231203,3381,22646,,Gu ere bertsotan,50000,50000,50000
231203,3381,22646,R,Gu ere bertsotan,0,1500,0
231203,3381,22660,,Inauteriak,45000,45000,40315.84
231203,3381,22661,,Andre Maria Zuriaren jaiak,940000,1040000,982084.54
231203,3381,22662,,Olarizu,15000,15000,15102.44
231203,3381,22663,,Eguberri eta erregetako kanpaina,200000,200000,213316.37
231203,3381,22663,R,Eguberri eta erregetako kanpaina,0,1089.51,0
231203,3381,22664,,San Anton eta Santa Ageda jaiak,16000,16000,19700.23
231203,3381,22665,,Andre Maria Zuriaren jaietako ikuskizunak,0,0,11061.82
231203,3381,22701,,Jaietako eszenatokiak jartzea eta beste ekitaldiak,150000,164700,121803.18
231203,3381,22701,R,Jaietako eszenatokiak jartzea eta beste ekitaldiak,0,626.62,0
231203,3381,48024,,Hitzarmena erregioen etxeekin,60000,68000,54400
231203,3381,48024,R,Hitzarmena erregioen etxeekin,0,12000,9923.62
231203,3381,48909,,Hitzarmena: blusa eta neska taldeen elkartea,30000,30000,24000
231203,3381,48909,R,Hitzarmena: blusa eta neska taldeen elkartea,0,6000,6000
231203,3381,48910,,Jaietako blusa eta neska taldeei diru laguntzak emateko deialdia,120000,120000,96000
231203,3381,48910,R,Jaietako blusa eta neska taldeei diru laguntzak emateko deialdia,0,24000,24000
231203,3381,48922,,Inauterietako konpartsentzako deialdia,90000,95000,90000
231203,3381,48969,,Hitzarmena Urrezko Zeledoien Elkartearekin,12000,12000,9600
231203,3381,48969,R,Hitzarmena Urrezko Zeledoien Elkartearekin,0,2000,2000
231203,3381,48980,,Poetak maiatzean hitzarmena,25000,25000,20000
231203,3381,48980,R,Poetak maiatzean hitzarmena,0,5000,5000
231203,3381,78001,,Ekarpena: lurralde etxeak,40000,32000,25600
231203,3381,78001,R,Ekarpena: lurralde etxeak,0,8000,6917.33
231203,3392,22737,,Erraldoiek konpartsak,57000,57000,55652.75
231204,3321,22649,,Udalaren liburutegi sarearen programa,60000,60000,79662.88
231204,3321,22749,,Liburutegi sareko kontratuak,1908000,1908000,1800331.25
231204,3321,62800,,Liburutegi sarerako argitalpenak eta liburuak erostea,120000,120000,119998.89
231204,3341,12000,,Funtzionarioen oinarrizko ordainsariak,256205.48,256205.48,258099.37
231204,3341,12100,,Funtzionarioen ordainsari osagarriak,292509,292509,290777.38
231204,3341,14100,,Bestelako langileak,121992,121992,118050.64
231204,3341,16000,,"Gizarte Segurantza, enpresaren kontura",202794,202794,210103.52
231204,3341,16500,,"Elkarkidetzako kuotak, Udalaren kontura",14836,14836,15512
231204,3341,22607,,Gizarte-etxeetako kanpainen zabalkundea,15000,15000,15777.64
231204,3341,22608,,Kultur proiektuak zonaldeetan,35000,35000,29580.42
231204,3341,22636,,Gizarte-etxeetako kultura-ikastaroak,630000,630000,699655.4
231204,3341,22647,,Gizarte-etxeetako kanpainak,100000,100000,85825.01
231205,3332,12000,,Funtzionarioen oinarrizko ordainsariak,84668.44,84668.44,77042.72
231205,3332,12100,,Funtzionarioen ordainsari osagarriak,100963,100963,101197.2
231205,3332,14100,,Bestelako langileak,15052,15052,26263.56
231205,3332,16000,,"Gizarte Segurantza, enpresaren kontura",57666,57666,58215.73
231205,3332,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3829,3829,3085
231205,3332,22622,,Montehermoso Kulturuneko programak,160000,140000,147294.85
231205,3332,22623,,Publikoak sortu eta leialtzeko programak,40000,40000,72854.76
231205,3332,22624,,Oihanederren jarduera birbideratzea,250000,250000,23350.97
231205,3332,22751,,Montehermosoko zerbitzu-kontratuak,150000,150000,97926.78
231205,3332,22751,R,Montehermosoko zerbitzu-kontratuak,0,45782.05,41933.34
231205,3332,62602,,Mediatekarako multimedia funtsak,2000,2000,1944.15
231205,3332,62901,,Ekipoak erostea: Montehermoso,30000,30000,25930.71
231210,3392,12000,,Funtzionarioen oinarrizko ordainsariak,576399.58,576399.58,563125.83
231210,3392,12100,,Funtzionarioen ordainsari osagarriak,695620,695620,670483.31
231210,3392,14100,,Bestelako langileak,237471,237471,224131.85
231210,3392,16000,,"Gizarte Segurantza, enpresaren kontura",443472,443472,414554.33
231210,3392,16500,,"Elkarkidetzako kuotak, Udalaren kontura",19178,19178,20608.4
231210,3392,21207,,Musika Bandako ekipoak konpontzea eta mantentzea,20000,20000,20000
231210,3392,22692,,Musika Banda - kolaborazioak,15000,15000,16828.5
231210,3392,22699,,Musika Bandaren programazio gastuak,55000,55000,50061.34
231210,3392,22732,,Zerbitzuak emateko kontratuak,25000,25000,82565.83
231210,3392,62800,,Udal Artxiborako argitalpenak eta liburuak erostea,5000,5000,4999.51
231210,3392,62903,,Musika bandarako ekipamendua,25000,25000,24980.97
231220,3341,22760,,Erreformaren ondoriozko zerbitzu-kontratuak,110000,95000,41079.5
231220,3342,12000,,Funtzionarioen oinarrizko ordainsariak,222579.33,222579.33,231975.05
231220,3342,12100,,Funtzionarioen ordainsari osagarriak,297151,297151,290419.3
231220,3342,14100,,Bestelako langileak,125701,125701,98881.32
231220,3342,16000,,"Gizarte Segurantza, enpresaren kontura",212541,212541,190556.74
231220,3342,16500,,"Elkarkidetzako kuotak, Udalaren kontura",8284,8284,9640.4
231220,3342,22603,,Antzoki Sarearen publizitate berezia,15000,15000,14954.31
231220,3342,22627,,Antzoki Sareko ikuskizun eta jaialdiak,513000,573000,529742.41
231220,3342,22628,,"Ikuskizunak, biran",500500,500500,500495.73
231220,3342,22648,,"Koprodukzio eszenikoa, sortzaile lokalak",40000,40000,39901.67
231220,3342,22732,,Zerbitzuak emateko kontratuak,332313.55,372313.55,355627.23
231220,3342,22732,R,Zerbitzuak emateko kontratuak,0,143887,135734.62
231220,3342,47140,,Topa! proiektua,35000,35000,28000
231220,3342,47140,R,Topa! proiektua,0,8000,8000
231220,3342,48981,,Hitzarmena Teatro Paraisorekin,50000,50000,40000
231220,3342,48981,R,Hitzarmena Teatro Paraisorekin,0,10000,10000
231220,3342,48982,,Hitzarmena: DAZZ JAZZ,12000,12000,9600
231220,3342,48989,,Hitzarmena Ortzairekin,40000,40000,32000
231220,3342,48989,R,Hitzarmena Ortzairekin,0,8000,8000
231220,3342,48990,,Hitzarmena Baratza Aretoarekin,40000,40000,32000
231220,3342,48990,R,Hitzarmena Baratza Aretoarekin,0,8000,8000
231220,3342,62505,,Félix Petite antzokia edukiontziz hornitzea,1,300000,287413.95
231220,3342,62901,,"Ekipoak erostea, Antzoki Sarea",15000,30000,26131.16
231220,3342,62930,A,Félix Petiterako ekipamendua,0,7987.21,0
231901,3201,12000,,Funtzionarioen oinarrizko ordainsariak,1672217.38,1672217.38,1647184.34
231901,3201,12100,,Funtzionarioen ordainsari osagarriak,1842901,1842901,1761405.14
231901,3201,14100,,Bestelako langileak,478052,478052,662896.33
231901,3201,16000,,"Gizarte Segurantza, enpresaren kontura",1286532,1286532,1324176.14
231901,3201,16500,,"Elkarkidetzako kuotak, Udalaren kontura",50864,50864,52359.26
231901,3231,22106,,Elikagaiak,87000,87000,77951.89
231901,3231,22115,,Berariazko material teknikoa,15000,15000,14959.97
231901,3231,22199,,Bestelako hainbat hornikuntza eta gastu - hezkuntza,10000,10000,9615.31
231901,3231,22786,,Haur eskoletako bazkari-zerbitzua,51500,51500,51219.72
231901,3231,62202,,Patioetako esku-hartzeak,160000,160000,159582.51
231901,3231,62501,,Haur eskoletako altzariak,7000,7000,6977.01
231901,3231,62505,,Haur eskoletako  bestelako tresnak,5000,7760.63,7661.14
231901,3231,62520,R,Haur eskoletako itzalen proiektua,0,61701.58,59845.37
231901,3232,22651,,Hiri hezkidetzako programa,80000,30365,25770.67
231901,3232,22659,,Hezkuntza programak,330000,330000,331763.88
231901,3232,22787,,Udaleko Eskola Kontseilua,1500,1500,592.3
231901,3261,22300,,Hezkuntzako garraioa,4000,4000,2885.3
231902,3201,12000,,Funtzionarioen oinarrizko ordainsariak,218272.46,218272.46,223655.21
231902,3201,12100,,Funtzionarioen ordainsari osagarriak,255940,255940,250104
231902,3201,14100,,Bestelako langileak,53569,90917,92362.46
231902,3201,16000,,"Gizarte Segurantza, enpresaren kontura",147708,159995,160448.68
231902,3201,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7116,7116,8431.18
231902,3201,20200,,Makineria eta instalazioak alokatzea - hezkuntza,50,50,0
231902,3201,22115,,Berariazko material teknikoa,10000,5000,9755.75
231902,3201,22603,,Haur-eskolen kanpainaren eta udako programaren zabalkundea,4000,4000,3513.84
231902,3232,22605,,Jardunaldiak,5000,0,0
231902,3232,22624,,Hezkuntza-konpentsazioaren arloko programa,40000,40000,36464.27
231902,3232,22695,,Guraso Elkarteen dinamizazioa,55000,55000,54947.94
231902,3232,22780,,Opor-programa hezkuntza,328406,328406,327632.76
231902,3261,48004,,Hezkuntza konpentsazioa,170000,170000,169999.14
231902,3261,48108,,Dirulaguntzak: Hezkuntza programetarako garraioa,21000,21000,20982.62
231902,3261,48136,,Hitzarmena: Jazzargia “Ondas de Jazz”,30000,35000,35000
231903,3261,22101,,Patioetako proiektuak,33000,33000,44296.22
231903,3261,22302,,Iruña Okako epaiak,4500,4500,3786.38
231903,3261,22718,,EHUrekin proiektuak - hiri hezitzaileak,25000,25000,8680.5
231903,3261,22719,,EHUren udako ikastaroa,11000,10000,9678.98
231903,3261,48010,,Dirulaguntza: guraso elkarteen opor programa eta eskolaz kanpokoak,195000,195000,195000
231903,3261,48011,,Hitzarmena: Denon Eskola,50000,50000,50000
231903,3261,48012,,Hitzarmena: Fapacne federazioa,6000,6000,6000
231903,3261,48065,,Hitzarmena: Aldaialdeko guraso-elkartea,40000,36000,35719.2
231903,3261,48175,,Ezintasunak dituztenen elkarteen jarduerak,20000,20000,19999.99
231903,3271,48114,,Dirulaguntza: Fernando Buesa Fundazioa,45000,45000,45000
231903,3291,48172,,Hitzarmena: Santa Maria Katedrala fundazioa,11000,11000,11000
231903,3293,40100,,UNEDi,100000,100000,100000
231903,3293,42105,,Prestakuntza profesionaleko partzuergoa,2760.63,0,0
231903,3293,48105,,Arte eta Lanbide Eskola,435000,435000,435000
2410,3301,11000,,Kabineteko behin-behineko langileen ordainsariak,0,0,207.83
2410,3301,12000,,Funtzionarioen oinarrizko ordainsariak,31947.88,31947.88,31997.27
2410,3301,12100,,Funtzionarioen ordainsari osagarriak,61927,61927,58602.79
2410,3301,16000,,"Gizarte Segurantza, enpresaren kontura",15966,15966,14886.46
2410,3301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1662,1662,1662.22
2420,3301,12000,,Funtzionarioen oinarrizko ordainsariak,238265.04,238265.04,237867.96
2420,3301,12100,,Funtzionarioen ordainsari osagarriak,300970,300970,293473.62
2420,3301,14100,,Bestelako langileak,142903,142903,208458.79
2420,3301,16000,,"Gizarte Segurantza, enpresaren kontura",217580,217580,230421.59
2420,3301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",14396,14396,15111.12
243001,3111,12000,,Funtzionarioen oinarrizko ordainsariak,247501.83,247501.83,243801.36
243001,3111,12100,,Funtzionarioen ordainsari osagarriak,360601,360601,335624.69
243001,3111,14100,,Bestelako langileak,114910,114910,267549.33
243001,3111,16000,,"Gizarte Segurantza, enpresaren kontura",206770,206770,262717.32
243001,3111,16500,,"Elkarkidetzako kuotak, Udalaren kontura",10739,10739,11851.7
243001,3112,22107,,Animalientzako elikagaiak,31629,31629,32598.96
243001,3112,22108,,Animalientzako botikak hornitzea,30750,30750,27621.43
243001,3112,22112,,Animalien osasunerako materialak,8000,8000,3764.85
243001,3112,22113,,Elikagaien higienerako materialak,2500,2500,2873.29
243001,3112,22699,,Bestelako hainbat gastu,12000,12000,17264.84
243001,3112,22718,,Animalien osasunerako programak,79744,79744,54882.59
243001,3112,22718,R,Animalien osasunerako programak,0,9486.4,9486.4
243001,3112,22719,,Elikagaien higienerako programa,19360,19360,18198.04
243001,3112,22720,,"Desinfekzio, intsektu-hiltze eta arratoi-hiltze parkearen programak",154957,154957,154956.71
243001,3112,22722,,Animalientzako sorospen-programa,25000,25000,28657.94
243001,3112,22766,,"Desinfekzioa, intsektu-hiltzea eta arratoi-hiltzeaa, betearazte subsidiarioak",5000,5000,1804.72
243001,3112,48104,,Osasuna sustatzeko dirulaguntza,441000,441000,356867.8
243001,3112,48104,A,Osasuna sustatzeko dirulaguntza,0,600,0
243001,3112,48104,R,Osasuna sustatzeko dirulaguntza,0,83612.82,82910.76
243001,3112,48196,,"Gadenekiko hitzarmena, katu-koloniak",44000,44000,35200
243001,3112,48196,R,"Gadenekiko hitzarmena, katu-koloniak",0,13600,13600
243001,3112,62310,,Animaliak babesteko zentroko ekipamendu eraberritua,30000,41000,26104.77
243001,3112,62310,R,Animaliak babesteko zentroko ekipamendu eraberritua,0,4808.54,4808.54
243001,3112,62311,,Inbentarioan jasotzeko materiala,70000,70000,24646.51
243001,3112,62311,R,Inbentarioan jasotzeko materiala,0,50170.23,50170.23
243002,2315,48021,,Ume Onkohematologikoen Gurasoen Elkartea,6000,6000,4500
243002,2315,48021,R,Ume Onkohematologikoen Gurasoen Elkartea,0,1500,1500
243002,2315,48027,,"Hitzarmena: Asajer elkartea, bideojokoak",31500,31500,25200
243002,2315,48027,R,"Hitzarmena: Asajer elkartea, bideojokoak",0,7875,7875
243002,2315,48030,,"Hitzarmena: Asajer elkartea - 1., 2. eta 3. ludopatien prebentzioa",21500,21500,17200
243002,2315,48030,R,"Hitzarmena: Asajer elkartea - 1., 2. eta 3. ludopatien prebentzioa",0,5375,5374.5
243002,2315,48187,,Hitzarmena: Bio Araba,0,10000,10000
243002,2315,48197,,Hitzarmena: Jaiki/Hazgarri fundazioa,50500,50500,40400
243002,2315,48197,R,Hitzarmena: Jaiki/Hazgarri fundazioa,0,12625,12625
243002,2315,48198,,"Hitzarmena: Zuzenak, osasuna",35000,35000,28000
243002,3111,21210,,Desfibriladoreak mantentzea,14236,18722,22572.68
243002,3111,22199,,Droga-mendekotasunen prebentziorako materialak,2000,2000,4147.77
243002,3111,22702,,Hiri Osasungarriak osasun-plana,35000,35000,25318.18
243002,3111,22708,,"Arbitraje-batzarra, kontsumoaren inguruko informazioa",7000,7000,10226.15
243002,3111,22717,,Osasuna sustatzeko zerbitzuak ematea,110000,94514,88953.76
243002,3111,22718,,Droga-mendekotasunen prebentziorako programa,115000,108185,80700.61
243002,3111,22718,R,Droga-mendekotasunen prebentziorako programa,0,1948,1948
243002,3111,22721,,Droga-mendekotasunen gizarteratze programa,103500,103500,82800
243002,3111,22721,R,Droga-mendekotasunen gizarteratze programa,0,25875,25875
243002,3112,12000,,Funtzionarioen oinarrizko ordainsariak,69046.55,69046.55,77377.8
243002,3112,12100,,Funtzionarioen ordainsari osagarriak,88714,88714,93637.2
243002,3112,14100,,Bestelako langileak,72,72,90394.23
243002,3112,16000,,"Gizarte Segurantza, enpresaren kontura",43979,43979,78393.28
243002,3112,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3536,3536,6523.79
243003,3113,12000,,Funtzionarioen oinarrizko ordainsariak,305125.46,305125.46,331403.79
243003,3113,12100,,Funtzionarioen ordainsari osagarriak,448337,448337,458054.97
243003,3113,14100,,Bestelako langileak,24689,24689,7984.23
243003,3113,16000,,"Gizarte Segurantza, enpresaren kontura",212726,212726,212205.83
243003,3113,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7122,7122,7596.4
243003,3113,21200,,Makinak eta instalazioak onik zaintzea,24500,31315,23629.04
243003,3113,22115,,Berariazko material teknikoa,90000,90000,113096.57
243003,3113,22716,,Kalitate-auditorien kontratazioa,30500,30500,23461.33
243004,3113,12000,,Funtzionarioen oinarrizko ordainsariak,28409.48,28409.48,28577.2
243004,3113,12100,,Funtzionarioen ordainsari osagarriak,39391,39391,36711.46
243004,3113,16000,,"Gizarte Segurantza, enpresaren kontura",15266,15266,14886.49
243004,3113,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1662,1662,1662.22
244001,3401,12000,,Funtzionarioen oinarrizko ordainsariak,91712.45,91712.45,119235.14
244001,3401,12100,,Funtzionarioen ordainsari osagarriak,149013,149013,203571.29
244001,3401,14100,,Bestelako langileak,13410,13410,28798.57
244001,3401,16000,,"Gizarte Segurantza, enpresaren kontura",79177,79177,97920.23
244001,3401,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7830,7830,8604.68
244001,3411,22761,,Izotz-pista alokatzeko kontratuak BAKH,910000,976523.92,976523.93
244001,3421,22762,,Gabonetako izotz pista,22000,22000,21900
244001,3421,22767,,Kirol-instalazioen arretarako kontratuak,700000,700000,740406.6
244001,3421,22796,,Udan kirol-esparruak irekitzeko kontratua,850000,850000,646569.34
244001,3421,62228,,Udako esparruetako ekipamenduak,70000,38540,37915.69
244003,3401,12000,,Funtzionarioen oinarrizko ordainsariak,61136.45,61136.45,315009.58
244003,3401,12100,,Funtzionarioen ordainsari osagarriak,89210,89210,419021.22
244003,3401,14100,,Bestelako langileak,13576,13576,399395.08
