#Organikoa,Funtzionala,Ekonomikoa,R,Aplikazioaren izena,2019ko Hasierako kreditua,Behin betiko kreditua,Behartua
231901,3231,22106,,Elikagaiak,75000.0,75000.0,42355.14
231901,3231,22115,,Material didaktiko suntsikorra,20000.0,20000.0,2744.41
231901,3231,22199,,Bestelako hainbat hornikuntza eta gastu,12000.0,12000.0,5728.96
231901,3231,22786,,Haur eskoletako bazkari-zerbitzua,51500.0,51500.0,26715.97
231901,3231,62501,,Haur eskoletako altzariak,10000.0,10000.0,429.55
231901,3231,62505,,Haur-eskoletako bestelako tresnak,5000.0,5000.0,856.97
231901,3232,22659,,Hezkuntza programak,387766.15,387766.15,227273.79
231901,3232,22787,,Udaleko Eskola Kontseilua,3000.0,3000.0,0.0
231901,3261,22300,,Hezkuntzako garraioa,10865.61,10865.61,194.44
231902,3201,12000,,Funtzionarioen oinarrizko ordainsariak,169039.0,169039.0,103364.89
231902,3201,12100,,Funtzionarioen ordainsari osagarriak,192686.0,192686.0,126397.3
231902,3201,14100,,Bestelako langileak,3521.0,3521.0,13282.15
231902,3201,16000,,"Gizarte Segurantza, enpresaren kontura",93840.0,93840.0,64821.61
231902,3201,16500,,"Elkarkidetzako kuotak, Udalaren kontura",6538.0,6538.0,4313.96
231902,3201,20200,,Makineria eta instalazioak alokatzea,217.0,217.0,0.0
231902,3201,22115,,Berariazko material teknikoa,12000.0,12000.0,10336.47
231902,3201,22603,,Haur-eskolen kanpainaren eta udako programaren zabalkundea,7378.0,7378.0,4354.68
231902,3232,22605,,Jardunaldiak,3000.0,3000.0,0.0
231902,3232,22624,,Hezkuntza-konpentsazioaren arloko programa,0.0,20000.0,0.0
231902,3232,22780,,Opor-programa,258000.0,258000.0,169503.83
231902,3261,48001,,"Guraso-elkarteentzako diru-laguntzak, opor jarduerak",54000.0,54000.0,0.0
231902,3261,48004,,Hezkuntza konpentsazioa,157352.0,157352.0,106707.0
231902,3261,48108,,Diru-laguntzak: programetarako garraioa,11284.0,11284.0,7523.0
231902,3261,48136,,Hitzarmena: Jazzargia “Ondas de Jazz”,30000.0,30000.0,0.0
231903,3201,12000,,Funtzionarioen oinarrizko ordainsariak,68202.0,68202.0,46743.65
231903,3201,12100,,Funtzionarioen ordainsari osagarriak,71249.0,71249.0,53131.64
231903,3201,16000,,"Gizarte Segurantza, enpresaren kontura",33746.0,33746.0,25957.01
231903,3201,16500,,"Elkarkidetzako kuotak, Udalaren kontura",2527.0,2527.0,1760.8
231903,3261,22301,,Dulantziko epaiak,70000.0,20000.0,0.0
231903,3261,22302,,Iruña Okako epaiak,9000.0,5000.0,0.0
231903,3261,22718,,EHUren proiektuak - hiri hezitzaileak,21000.0,31000.0,13071.68
231903,3261,48010,,Diru-laguntza: guraso elkarteen opor programa eta eskolaz kanpokoak,126000.0,126000.0,75599.97
231903,3261,48011,,Hitzarmena: Denon Eskola,30000.0,30000.0,0.0
231903,3261,48012,,Hitzarmena: Fapacne federazioa,5862.0,5862.0,0.0
231903,3261,48019,,Hitzarmena: Errekabarri guraso-elkartea,40000.0,91461.44,68596.08
231903,3261,48175,,Ezintasunak dituztenen elkarteen jarduerak,19233.85,19233.85,11539.51
231903,3271,48114,,Diru laguntza: Fernando Buesa Fundazioa,45000.0,45000.0,45000.0
231903,3291,47134,,Hitzarmena: Udaberria,0.0,7000.0,5600.0
231903,3293,40100,,UNEDi,100000.0,100000.0,50000.0
231903,3293,41902,,Hitzarmena EHUrekin - Nazioarteko Zuzenbideko ikastaroak,30000.0,30000.0,24000.0
231903,3293,42105,,Lanbide Heziketako partzuergoa,264765.3,264765.3,175044.59
231903,3293,48105,,Arte eta Lanbide Eskola,268000.0,268000.0,268000.0
232001,3401,12000,,Funtzionarioen oinarrizko ordainsariak,203224.0,203224.0,134616.37
232001,3401,12100,,Funtzionarioen ordainsari osagarriak,289791.0,289791.0,218096.35
232001,3401,14100,,Bestelako langileak,90481.0,90481.0,38360.98
232001,3401,16000,,"Gizarte Segurantza, enpresaren kontura",173948.0,173948.0,114659.57
232001,3401,16500,,"Elkarkidetzako kuotak, Udalaren kontura",8857.0,8857.0,6368.03
232001,3411,22761,,Izotz-pista alokatzeko kontratuak,604425.15,632683.32,316346.66
232001,3411,22761,R,Izotz-pista alokatzeko kontratuak,0.0,124393.13,124393.13
232001,3421,22762,,Izotz pista,15000.0,15000.0,0.0
232001,3421,22767,,Instalazioen arretarako kontratuak,1290547.0,1336825.0,783806.59
232001,3421,22796,,Udan kirol-esparruak irekitzeko kontratua,757375.0,770000.0,639410.08
232001,3421,62228,,Udako esparruetako ekipamenduak,60000.0,60000.0,41368.81
232001,3421,62228,R,Udako esparruetako ekipamenduak,0.0,30894.93,29866.43
232001,3421,62231,R,San Martin dantza-aretoa,0.0,997832.08,178480.42
232002,3401,12000,,Funtzionarioen oinarrizko ordainsariak,19063.0,19063.0,12044.71
232002,3401,12100,,Funtzionarioen ordainsari osagarriak,22560.0,22560.0,14883.11
232002,3401,14100,,Bestelako langileak,0.0,0.0,3021.82
232002,3401,16000,,"Gizarte Segurantza, enpresaren kontura",13300.0,13300.0,9815.47
232002,3401,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1263.0,1263.0,880.4
232003,3381,48911,,Jaietako blusa eta neska taldeei diru laguntzak emateko deialdia,0.0,0.0,0.0
232003,3401,12000,,Funtzionarioen oinarrizko ordainsariak,141432.0,141432.0,87857.53
232003,3401,12100,,Funtzionarioen ordainsari osagarriak,186939.0,186939.0,130601.58
232003,3401,14100,,Bestelako langileak,124766.0,124766.0,94380.99
232003,3401,16000,,"Gizarte Segurantza, enpresaren kontura",124811.0,124811.0,90679.98
232003,3401,16500,,"Elkarkidetzako kuotak, Udalaren kontura",10349.0,10349.0,7388.08
232003,3411,22300,,Garraioa,14593.8,14999.82,8537.76
232003,3411,22601,,"Publizitate babesa, Alavés SADri",86525.0,0.0,0.0
232003,3411,22602,,Sari eta garaikurrak,7000.0,7000.0,930.01
232003,3411,22603,,"Publizitate babesa, Saski Baskonia SADri",157300.0,0.0,0.0
232003,3411,22606,,"Lankidetza-kontratuak, kirol-entitateekin",35000.0,50000.0,0.0
232003,3411,22607,,"Babesa, Araski",10000.0,10000.0,0.0
232003,3411,22699,,Bestelako hainbat gastu,61359.49,16359.49,36571.35
232003,3411,22706,,Jarduera fisikoen programa,3446748.45,3656500.0,2173235.42
232003,3411,22706,R,Jarduera fisikoen programa,0.0,1630.16,1605.28
232003,3411,22724,,Kirol-dinamizaziorako programa,22500.0,22500.0,14420.31
232003,3411,22728,,Euskal Herriko Txirrindularitza Itzulia,0.0,30000.0,30000.0
232003,3411,22735,,“Kirol bidean” gazteentzako programak,54737.5,54737.5,37504.54
232003,3411,22735,R,“Kirol bidean” gazteentzako programak,0.0,8474.0,8474.0
232003,3411,22739,,Martin Fiz maratoia,21700.0,25580.0,25580.0
232003,3411,22768,,Muntatze-zerbitzu bereziak,25000.0,25000.0,7340.42
232003,3411,48115,,Hitzarmena: Arabako Bolo-jokalarien Federazioa,5817.07,5817.07,5817.07
232003,3411,48119,,Hitzarmena: ASPACE - Garun paralisia,24587.71,24587.71,16229.39
232003,3411,48122,,Hitzarmena: ARASKI,100000.0,100000.0,0.0
232003,3411,48133,,Hitzarmena: Zuzenak,135000.0,155000.0,76301.36
232003,3411,48141,,Hitzarmena: APDEMA,24759.32,24759.32,0.0
232003,3411,48142,,Hitzarmena: Autismo Araba,14442.01,14442.01,9721.35
232003,3411,48159,,Hitzarmena: Araberri,50000.0,50000.0,17500.0
232003,3411,48176,,Denon Eskola-eskola kirola,0.0,45000.0,45000.0
232003,3411,48928,,Diru-laguntza: 5+11 fundazioaren saskibaloi atala,142700.0,142700.0,142700.0
232003,3411,48935,,Diru-laguntza deialdi orokorra,352500.0,352000.0,0.0
232003,3411,48935,R,Diru-laguntza deialdi orokorra,0.0,1528.44,1528.44
232003,3411,48938,,Hitzarmena: Gaztedi Rugby Taldea,0.0,20000.0,0.0
232004,3401,12000,,Funtzionarioen oinarrizko ordainsariak,130296.0,130296.0,98406.2
232004,3401,12100,,Funtzionarioen ordainsari osagarriak,158774.0,158774.0,136697.97
232004,3401,13000,,Lan-kontratudun langile finkoen ordainsariak,41083.0,41083.0,29347.15
232004,3401,14100,,Bestelako langileak,44280.0,44280.0,0.0
232004,3401,16000,,"Gizarte Segurantza, enpresaren kontura",101786.0,101786.0,73442.35
232004,3401,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7036.0,7036.0,4966.0
232004,3421,21200,,Makinak eta instalazioak onik zaintzea,12100.0,12100.0,7498.66
232004,3421,22115,,Berariazko material teknikoa,27500.0,27500.0,5468.87
232004,3421,62300,,Kiroleko material inbentariagarria,30000.0,30000.0,14728.77
232004,3421,62305,,Berariazko material teknikoa - Kirola,60000.0,60000.0,21627.38
9005,9122,10000,,Zinegotzien oinarrizko ordainsariak,1533157.0,1533157.0,1194280.33
9005,9122,16000,,"Gizarte Segurantza, enpresaren kontura",367989.0,367989.0,291262.51
9005,9122,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1547.0,1547.0,1078.1
9005,9122,22633,,Araudi organikoan jasotako diru-ordainak,638118.0,638118.0,466695.0
9015,2111,16103,,"Pentsioak, Udalaren kontura",154000.0,154000.0,81941.38
9015,2111,16109,,"Pentsioen osagarria, Arabako Mutua Forala",4000.0,4000.0,0.0
#,,,,,373597740.15,436828715.97,238503636.42
