#Organikoa,Funtzionala,Ekonomikoa,R,Aplikazioaren izena,2019ko Hasierako kreditua,Behin betiko kreditua,Behartua
231220,3342,48981,,Hitzarmena Teatro Paraisorekin,45000.0,45000.0,45000.0
231220,3342,48989,,Hitzarmena Ortzairekin,20000.0,20000.0,20000.0
231220,3342,48990,,Hitzarmena Baratza Aretoarekin,10000.0,10000.0,10000.0
231220,3342,62901,,"Ekipoak erostea, Antzoki Sarea",18000.0,27042.0,27045.64
231220,9212,62215,,Principal antzokia eraberritzeko plana,27000.0,27000.0,0.0
231901,3201,12000,,Funtzionarioen oinarrizko ordainsariak,1516482.0,1516482.0,1436582.82
231901,3201,12100,,Funtzionarioen ordainsari osagarriak,1681678.0,1681678.0,1566205.45
231901,3201,14100,,Bestelako langileak,420493.0,420493.0,556264.23
231901,3201,16000,,"Gizarte Segurantza, enpresaren kontura",1043941.0,1043941.0,1083712.45
231901,3201,16500,,"Elkarkidetzako kuotak, Udalaren kontura",52729.0,52729.0,47840.27
231901,3231,22106,,Elikagaiak,75000.0,75000.0,61185.05
231901,3231,22115,,Material didaktiko suntsikorra,20000.0,20000.0,15096.43
231901,3231,22199,,Bestelako hainbat hornikuntza eta gastu,12000.0,12000.0,16096.61
231901,3231,22786,,Haur eskoletako bazkari-zerbitzua,51500.0,51500.0,42305.04
231901,3231,62501,,Haur eskoletako altzariak,10000.0,10000.0,7092.54
231901,3231,62505,,Haur-eskoletako bestelako tresnak,5000.0,5000.0,7004.17
231901,3232,22659,,Hezkuntza programak,387766.15,387766.15,389993.05
231901,3232,22787,,Udaleko Eskola Kontseilua,3000.0,3000.0,2473.34
231901,3261,22300,,Hezkuntzako garraioa,10865.61,10865.61,388.01
231902,3201,12000,,Funtzionarioen oinarrizko ordainsariak,169039.0,169039.0,144011.71
231902,3201,12100,,Funtzionarioen ordainsari osagarriak,192686.0,192686.0,163143.03
231902,3201,14100,,Bestelako langileak,3521.0,3521.0,19958.04
231902,3201,16000,,"Gizarte Segurantza, enpresaren kontura",93840.0,93840.0,84874.8
231902,3201,16500,,"Elkarkidetzako kuotak, Udalaren kontura",6538.0,6538.0,5722.6
231902,3201,20200,,Makineria eta instalazioak alokatzea,217.0,217.0,0.0
231902,3201,22115,,Berariazko material teknikoa,12000.0,12000.0,10732.14
231902,3201,22603,,Haur-eskolen kanpainaren eta udako programaren zabalkundea,7378.0,7378.0,7404.54
231902,3232,22605,,Jardunaldiak,3000.0,3000.0,1394.94
231902,3232,22624.0,,Hezkuntza-konpentsazioaren arloko programa,0.0,20000.0,23355.82
231902,3232,22780,,Opor-programa,258000.0,258000.0,230979.22
231902,3261,48001,,"Guraso-elkarteentzako diru-laguntzak, opor jarduerak",54000.0,54000.0,53999.88
231902,3261,48004,,Hezkuntza konpentsazioa,157352.0,157352.0,151931.0
231902,3261,48108,,Diru-laguntzak: programetarako garraioa,11284.0,11284.0,11283.99
231902,3261,48136,,Hitzarmena: Jazzargia “Ondas de Jazz”,30000.0,30000.0,30000.0
231903,3201,12000,,Funtzionarioen oinarrizko ordainsariak,68202.0,68202.0,68327.33
231903,3201,12100,,Funtzionarioen ordainsari osagarriak,71249.0,71249.0,70831.76
231903,3201,16000,,"Gizarte Segurantza, enpresaren kontura",33746.0,33746.0,34677.64
231903,3201,16500,,"Elkarkidetzako kuotak, Udalaren kontura",2527.0,2527.0,2465.12
231903,3261,22301,,Dulantziko epaiak,70000.0,0.0,0.0
231903,3261,22302,,Iruña Okako epaiak,9000.0,5000.0,2653.4
231903,3261,22718,,EHUren proiektuak - hiri hezitzaileak,21000.0,31000.0,26381.68
231903,3261,48010,,Diru-laguntza: guraso elkarteen opor programa eta eskolaz kanpokoak,126000.0,126000.0,125999.79
231903,3261,48011,,Hitzarmena: Denon Eskola,30000.0,30000.0,30000.0
231903,3261,48012,,Hitzarmena: Fapacne federazioa,5862.0,5862.0,5862.0
231903,3261,48019,,Hitzarmena: Errekabarri guraso-elkartea,40000.0,91461.44,80801.09
231903,3261,48175,,Ezintasunak dituztenen elkarteen jarduerak,19233.85,19233.85,19230.19
231903,3271,48114,,Diru laguntza: Fernando Buesa Fundazioa,45000.0,45000.0,45000.0
231903,3291,47134,,Hitzarmena: Udaberria,0.0,7000.0,7000.0
231903,3293,40100,,UNEDi,100000.0,100000.0,100000.0
231903,3293,41902,,Hitzarmena EHUrekin - Nazioarteko Zuzenbideko ikastaroak,30000.0,30000.0,28624.28
231903,3293,42105,,Lanbide Heziketako partzuergoa,264765.3,264765.3,254951.56
231903,3293,48105,,Arte eta Lanbide Eskola,268000.0,450000.0,450000.0
232001,3401,12000,,Funtzionarioen oinarrizko ordainsariak,203224.0,203224.0,201418.66
232001,3401,12100,,Funtzionarioen ordainsari osagarriak,289791.0,289791.0,287418.12
232001,3401,14100,,Bestelako langileak,90481.0,90481.0,53039.1
232001,3401,16000,,"Gizarte Segurantza, enpresaren kontura",173948.0,173948.0,152115.64
232001,3401,16500,,"Elkarkidetzako kuotak, Udalaren kontura",8857.0,8857.0,9309.66
232001,3411,22761,,Izotz-pista alokatzeko kontratuak,604425.15,632683.32,628511.38
232001,3411,22761,R,Izotz-pista alokatzeko kontratuak,0.0,124393.13,124393.13
232001,3411,48111,,Hitzarmena Arabako Pilota Federazioarekin,0.0,30000.0,30000.0
232001,3421,22762,,Izotz pista,15000.0,7500.0,7500.0
232001,3421,22767,,Instalazioen arretarako kontratuak,1290547.0,1261825.0,1233340.52
232001,3421,22796,,Udan kirol-esparruak irekitzeko kontratua,757375.0,674000.0,673063.27
232001,3421,62228,,Udako esparruetako ekipamenduak,60000.0,60000.0,58593.02
232001,3421,62228,R,Udako esparruetako ekipamenduak,0.0,30894.93,29866.43
232001,3421,62231,R,San Martin dantza-aretoa,0.0,997832.08,536502.87
232002,3401,12000,,Funtzionarioen oinarrizko ordainsariak,19063.0,19063.0,18370.89
232002,3401,12100,,Funtzionarioen ordainsari osagarriak,22560.0,22560.0,20488.82
232002,3401,14100,,Bestelako langileak,0.0,0.0,3021.82
232002,3401,16000,,"Gizarte Segurantza, enpresaren kontura",13300.0,13300.0,13162.07
232002,3401,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1263.0,1263.0,1232.56
232003,3381,48911,,Jaietako blusa eta neska taldeei diru laguntzak emateko deialdia,0.0,0.0,0.0
232003,3401,12000,,Funtzionarioen oinarrizko ordainsariak,141432.0,141432.0,134111.63
232003,3401,12100,,Funtzionarioen ordainsari osagarriak,186939.0,186939.0,177734.2
232003,3401,14100,,Bestelako langileak,124766.0,124766.0,124409.91
232003,3401,16000,,"Gizarte Segurantza, enpresaren kontura",124811.0,124811.0,121380.91
232003,3401,16500,,"Elkarkidetzako kuotak, Udalaren kontura",10349.0,10349.0,10272.88
232003,3411,22300,,Garraioa,14593.8,14999.82,13111.56
232003,3411,22601,,"Publizitate babesa, Alavés SADri",86525.0,0.0,0.0
232003,3411,22602,,Sari eta garaikurrak,7000.0,7000.0,3352.29
232003,3411,22603,,"Publizitate babesa, Saski Baskonia SADri",157300.0,0.0,0.0
232003,3411,22606,,"Lankidetza-kontratuak, kirol-entitateekin",35000.0,50000.0,0.0
232003,3411,22607,,"Babesa, Araski",10000.0,10000.0,0.0
232003,3411,22699,,Bestelako hainbat gastu,61359.49,16359.49,60688.95
232003,3411,22706,,Jarduera fisikoen programa,3446748.45,3517865.29,3320391.3
232003,3411,22706,R,Jarduera fisikoen programa,0.0,1630.16,1605.28
232003,3411,22724,,Kirol-dinamizaziorako programa,22500.0,22500.0,23812.55
232003,3411,22728,,Euskal Herriko Txirrindularitza Itzulia,0.0,30000.0,30000.0
232003,3411,22735,,“Kirol bidean” gazteentzako programak,54737.5,54737.5,48738.54
232003,3411,22735,R,“Kirol bidean” gazteentzako programak,0.0,8474.0,8474.0
232003,3411,22739,,Martin Fiz maratoia,21700.0,25580.0,25580.0
232003,3411,22768,,Muntatze-zerbitzu bereziak,25000.0,25000.0,14747.84
232003,3411,48115,,Hitzarmena: Arabako Bolo-jokalarien Federazioa,5817.07,5817.07,5817.07
232003,3411,48119,,Hitzarmena: ASPACE - Garun paralisia,24587.71,24587.71,24587.71
232003,3411,48122,,Hitzarmena: ARASKI,100000.0,100000.0,100000.0
232003,3411,48133,,Hitzarmena: Zuzenak,135000.0,155000.0,152436.9
232003,3411,48141,,Hitzarmena: APDEMA,24759.32,24759.32,24759.32
232003,3411,48142,,Hitzarmena: Autismo Araba,14442.01,14442.01,14442.01
232003,3411,48159,,Hitzarmena: Araberri,50000.0,50000.0,50000.0
232003,3411,48176,,Denon Eskola-eskola kirola,0.0,45000.0,45000.0
232003,3411,48928,,Diru-laguntza: 5+11 fundazioaren saskibaloi atala,142700.0,142700.0,142700.0
232003,3411,48935,,Diru-laguntza deialdi orokorra,352500.0,352000.0,328142.59
232003,3411,48935,R,Diru-laguntza deialdi orokorra,0.0,1528.44,1528.44
232003,3411,48938,,Hitzarmena: Gaztedi Rugby Taldea,0.0,20000.0,20000.0
232004,3401,12000,,Funtzionarioen oinarrizko ordainsariak,130296.0,130296.0,140346.8
232004,3401,12100,,Funtzionarioen ordainsari osagarriak,158774.0,158774.0,177780.45
232004,3401,13000,,Lan-kontratudun langile finkoen ordainsariak,41083.0,41083.0,41054.3
232004,3401,14100,,Bestelako langileak,44280.0,44280.0,0.0
232004,3401,16000,,"Gizarte Segurantza, enpresaren kontura",101786.0,101786.0,96281.1
232004,3401,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7036.0,7036.0,6600.24
232004,3421,21200,,Makinak eta instalazioak onik zaintzea,12100.0,12100.0,11999.51
232004,3421,22115,,Berariazko material teknikoa,27500.0,27500.0,27008.48
232004,3421,62300,,Kiroleko material inbentariagarria,30000.0,38100.0,30727.61
232004,3421,62305,,Berariazko material teknikoa - Kirola,60000.0,60000.0,57240.72
9005,9122,10000,,Zinegotzien oinarrizko ordainsariak,1533157.0,1533157.0,1681973.17
9005,9122,16000,,"Gizarte Segurantza, enpresaren kontura",367989.0,367989.0,392308.07
9005,9122,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1547.0,1547.0,1509.34
9005,9122,22633,,Araudi organikoan jasotako diru-ordainak,638118.0,638118.0,618570.0
9015,2111,16103,,"Pentsioak, Udalaren kontura",154000.0,154000.0,113155.62
9015,2111,16109,,"Pentsioen osagarria, Arabako Mutua Forala",4000.0,4000.0,2061.5
#,,,,,373597740.15,441394036.35,373218876.82
