#Organikoa,Funtzionala,Ekonomikoa,R,Aplikazioaren izena,2020ko Hasierako kreditua,g,h
231903,3291,47134,,Hitzarmena: Udaberria,15000.0,15000.0,0.0
231903,3291,48172,,Hitzarmena: Santa Maria Katedrala fundazioa,16000.0,16000.0,0.0
231903,3293,40100,,UNEDi,100000.0,100000.0,0.0
231903,3293,41902,,Hitzarmena EHUrekin - Nazioarteko Zuzenbideko ikastaroak,30000.0,30000.0,0.0
231903,3293,42105,,Lanbide Heziketako partzuergoa,264765.3,264765.3,0.0
231903,3293,48105,,Arte eta Lanbide Eskola,400000.0,400000.0,200000.0
2410,3301,11000,,Kabineteko behin-behineko langileen ordainsariak,26863.0,26863.0,17257.8
2410,3301,16000,,"Gizarte Segurantza, enpresaren kontura",7235.0,6791.9,3138.03
2410,3301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,443.1,326.01
2420,3301,12000,,Funtzionarioen oinarrizko ordainsariak,35461.0,35461.0,32349.58
2420,3301,12100,,Funtzionarioen ordainsari osagarriak,61486.0,61486.0,54631.07
2420,3301,13000,,Lan-kontratudun langile finkoen ordainsariak,20476.0,20476.0,7911.52
2420,3301,14100,,Bestelako langileak,20315.0,20315.0,10794.29
2420,3301,16000,,"Gizarte Segurantza, enpresaren kontura",41724.0,39138.11,35652.77
2420,3301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,2585.89,2339.43
243001,3111,12000,,Funtzionarioen oinarrizko ordainsariak,220185.0,220185.0,34933.76
243001,3111,12100,,Funtzionarioen ordainsari osagarriak,290495.0,290495.0,71903.04
243001,3111,14100,,Bestelako langileak,104965.0,104965.0,30435.71
243001,3111,16000,,"Gizarte Segurantza, enpresaren kontura",210795.0,199037.96,43621.36
243001,3111,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,11757.04,2141.79
243001,3112,22107,,Animalientzako elikagaiak,15000.0,15000.0,3010.26
243001,3112,22108,,Animalientzako botikak hornitzea,18000.0,18000.0,0.0
243001,3112,22112,,Animalien osasunerako materialak,8000.0,8000.0,2411.53
243001,3112,22113,,Elikagaien higienerako materialak,4000.0,4000.0,764.09
243001,3112,22687,,Apustu-etxeei buruzko kanpaina,25000.0,25000.0,0.0
243001,3112,22699,,Bestelako hainbat gastu,10000.0,10000.0,102.8
243001,3112,22718,,Animalien osasunerako programak,22000.0,22000.0,0.0
243001,3112,22719,,Elikagaien higienerako programa,15000.0,15000.0,0.0
243001,3112,22720,,"Desinfekzio, intsektu-hiltze eta arratoi-hiltze parkearen programak",111039.2,111039.2,4628.61
243001,3112,22722,,Animalientzako sorospen-programa,12000.0,12000.0,749.67
243001,3112,22766,,"Desinfekzioa, intsektu-hiltzea eta arratoi-hiltzeaa, betearazte subsidiarioak",4000.0,4000.0,0.0
243001,3112,48194,,Hitzarmena: SOS Vitoria Animaliak Babesteko Elkartea,15300.0,15300.0,0.0
243001,3112,48196,,"GADENekiko hitzarmena, katu-koloniak",30000.0,30000.0,0.0
243001,3112,62311,,Inbentarioan jasotzeko materiala,67226.0,67226.0,0.0
243001,3112,62311,R,Inbentarioan jasotzeko materiala,0.0,64799.98,0.0
243002,2315,48021,,Ume Onkohematologikoen Gurasoen Elkartea,5711.18,5711.18,0.0
243002,2315,48025,,Hitzarmena: ACABE elkartea - Anorexia eta bulimia,16779.0,16779.0,0.0
243002,2315,48027,,"Hitzarmena: Asajer elkartea, bideojokoak",29886.0,29886.0,0.0
243002,2315,48029,,Hitzarmena ADELA elkartearekin,5763.0,5763.0,0.0
243002,2315,48030,,"Hitzarmena: ASAJER elkartea - 1., 2. eta 3. ludopatien prebentzioa",20604.0,20604.0,0.0
243002,2315,48031,,Hitzarmena ARENE elkartearekin (neuromuskularrak),27968.4,27968.4,0.0
243002,2315,48032,,Hitzarmena: ASAFES elkartea,24480.0,24480.0,0.0
243002,2315,48033,,Hitzarmena: AFA,32629.8,32629.8,0.0
243002,2315,48040,,Hitzarmena: minbiziaren aurkako elkartea (tabakoaren kontrako prestakuntza),14167.8,14167.8,0.0
243002,2315,48041,,"Hitzarmena: ADELPRISE elkartea (arreta, hedapena, argibideak)",8384.4,8384.4,0.0
243002,2315,48059,,Hitzarmena: ASAFIMA elkartea,24235.2,24235.2,0.0
243002,2315,48100,,Hitzarmena: ONCE,8598.6,8598.6,0.0
243002,2315,48119,,Hitzarmena: ASPACE - Garun paralisia,11454.6,11454.6,0.0
243002,2315,48130,,Hitzarmena: Arantza Bifidoa Elkartea,3825.0,3825.0,0.0
243002,2315,48131,,Hitzarmena: Anadahi (hiperaktiboak),3825.0,3825.0,0.0
243002,2315,48143,,Hitzarmena: Arabako Epilepsia Elkartea,4110.6,4110.6,0.0
243002,2315,48149,,Hitzarmena: Adeles lupus,3825.0,3825.0,0.0
243002,2315,48158,,Hitzarmena: Down Araba-Isabel Orbe elkartea,10200.0,10200.0,0.0
243002,2315,48188,,Hitzarmena: Gurutze Gorria (lehen laguntzak),9945.0,9945.0,0.0
243002,2315,48189,,Hitzarmena: ASAMMA elkartea,2856.0,2856.0,0.0
243002,2315,48190,,Hitzarmena: ATECE elkartea - Garuneko gaitza,11515.8,11515.8,0.0
243002,2315,48191,,Hitzarmena: Arabako Diabetikoen Elkartea,9690.0,9690.0,0.0
243002,2315,48192,,Hitzarmena: Arabako Zeliakoen Elkartea,8568.0,8568.0,0.0
243002,2315,48193,,Hitzarmena: Esklerosi Anizkoitzaren Elkartea,5589.6,5589.6,0.0
243002,2315,48195,,Hitzarmena: Corazón sin fronteras elkartea,7242.0,7242.0,0.0
243002,2315,48197,,Hitzarmena: Jaiki/Hazgarri fundazioa,48038.94,48038.94,0.0
243002,2315,48198,,"Hitzarmena: Slow Food Araba elkartea, elikadura osasungarria",25734.6,25734.6,0.0
243002,2315,48199,,"Hitzarmena: HIESaren aurkako batzordea, Gayen artean programa",23379.46,23379.46,0.0
243002,2315,48932,,Hitzarmena: APDEMA,11454.6,11454.6,0.0
243002,2315,48957,,Hitzarmena: AGLE,11189.4,11189.4,0.0
243002,2315,48972,,"HIESaren aurkako batzordea, prebentzio-programa",23460.0,23460.0,0.0
243002,3111,12000,,Funtzionarioen oinarrizko ordainsariak,87462.0,87462.0,16127.91
243002,3111,12100,,Funtzionarioen ordainsari osagarriak,94237.0,94237.0,25215.64
243002,3111,16000,,"Gizarte Segurantza, enpresaren kontura",49302.0,45502.63,12531.97
243002,3111,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,3799.37,798.66
243002,3111,21210,,Desfibriladoreak mantentzea,18000.0,18000.0,0.0
243002,3111,22198,,Osasunerako hezkuntzarako materialak,1000.0,1000.0,100.0
243002,3111,22199,,Droga-mendekotasunen prebentziorako materialak,6000.0,6000.0,0.0
243002,3111,22702,,Hiri Osasungarriak osasun-plana,59000.0,59000.0,0.0
243002,3111,22708,,"Arbitraje-batzarra, kontsumoaren inguruko informazioa",7500.0,7500.0,0.0
243002,3111,22717,,Osasuna sustatzeko zerbitzuak ematea,119615.9,119615.9,8570.73
243002,3111,22718,,Droga-mendekotasunen prebentziorako programa,96500.0,96500.0,0.0
243002,3111,22718,R,Droga-mendekotasunen prebentziorako programa,0.0,34021.37,0.0
243002,3111,22721,,Droga-mendekotasunen gizarteratze programa,98375.94,98375.94,0.0
243003,3112,12000,,Funtzionarioen oinarrizko ordainsariak,228804.0,228804.0,37070.74
243003,3112,12100,,Funtzionarioen ordainsari osagarriak,317408.0,317408.0,82356.51
243003,3112,14100,,Bestelako langileak,66272.0,66272.0,18820.74
243003,3112,16000,,"Gizarte Segurantza, enpresaren kontura",178742.0,173759.95,44434.19
243003,3112,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,4982.05,1163.76
243003,3113,21200,,Makinak eta instalazioak onik zaintzea,34000.0,34000.0,3006.8
243003,3113,22115,,Berariazko material teknikoa - Laborategia,84500.0,84500.0,14536.31
243003,3113,22716,,Kalitate-auditoriak kontratatzea,26743.0,26743.0,2622.56
243004,3113,14100,,Bestelako langileak,57784.0,57784.0,12650.58
243004,3113,16000,,"Gizarte Segurantza, enpresaren kontura",17100.0,15549.15,3809.61
243004,3113,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,1550.85,326.01
244001,3401,12000,,Funtzionarioen oinarrizko ordainsariak,209796.0,209796.0,33026.88
244001,3401,12100,,Funtzionarioen ordainsari osagarriak,301481.0,301481.0,71153.12
244001,3401,14100,,Bestelako langileak,53421.0,53421.0,17128.86
244001,3401,16000,,"Gizarte Segurantza, enpresaren kontura",178229.0,169030.34,38885.18
244001,3401,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,9198.66,2081.92
244001,3411,22761,,Izotz-pista alokatzeko kontratuak BAKH,711738.25,711738.25,0.0
244001,3421,22762,,Izotz pista,15000.0,15000.0,0.0
244001,3421,22767,,Instalazioen arretarako kontratuak,1372232.6,1372232.6,172909.62
244001,3421,22796,,Udan kirol-esparruak irekitzeko kontratua,880820.33,880820.33,0.0
244001,3421,62228,,Udako esparruetako ekipamenduak,60000.0,60000.0,0.0
244001,3421,62231,A,Aranbizkarreko aldageletako lanak,0.0,458376.09,0.0
244002,3401,12000,,Funtzionarioen oinarrizko ordainsariak,18839.0,18839.0,3688.26
244002,3401,12100,,Funtzionarioen ordainsari osagarriak,21048.0,21048.0,5699.8
244002,3401,14100,,Bestelako langileak,3107.0,3107.0,0.0
244002,3401,16000,,"Gizarte Segurantza, enpresaren kontura",14745.0,13478.54,3381.5
244002,3401,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,1266.46,266.22
244003,3401,12000,,Funtzionarioen oinarrizko ordainsariak,135664.0,135664.0,19579.98
244003,3401,12100,,Funtzionarioen ordainsari osagarriak,180703.0,180703.0,35833.51
244003,3401,14100,,Bestelako langileak,135677.0,135677.0,32748.49
244003,3401,16000,,"Gizarte Segurantza, enpresaren kontura",138033.0,127296.69,29187.87
244003,3401,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,10736.31,2123.96
244003,3411,22300,,Garraioa,15000.0,15000.0,3702.6
244003,3411,22602,,Sari eta garaikurrak,7000.0,7000.0,774.88
244003,3411,22606,,"Lankidetza-kontratuak, kirol-entitateekin",45000.0,45000.0,0.0
244003,3411,22699,,Bestelako hainbat gastu - kirola,61359.49,61359.49,6581.01
244003,3411,22706,,Jarduera fisikoen programa,4172128.8,4172128.8,386439.21
244003,3411,22706,R,Jarduera fisikoen programa,0.0,39243.39,0.0
244003,3411,22724,,Kirol-dinamizaziorako programa,25716.53,25716.53,0.0
244003,3411,22735,,“Kirol bidean” gazteentzako programak,62500.0,62500.0,15735.92
244003,3411,22768,,Kiroletako muntaketa berezien zerbitzua,25000.0,25000.0,0.0
244003,3411,48111,,Hitzarmena Arabako Pilota Federazioarekin,30000.0,30000.0,0.0
244003,3411,48115,,Hitzarmena: Arabako Bolo-jokalarien Federazioa,5933.41,5933.41,0.0
244003,3411,48119,,Hitzarmena: ASPACE - Garun paralisia,25079.46,25079.46,0.0
244003,3411,48122,,Hitzarmena: ARASKI,107500.0,107500.0,0.0
244003,3411,48133,,Hitzarmena: Zuzenak,137700.0,137700.0,0.0
244003,3411,48141,,Hitzarmena: APDEMA,25254.51,25254.51,0.0
244003,3411,48142,,Hitzarmena: Autismo Araba,14730.85,14730.85,0.0
244003,3411,48928,,Diru-laguntza: 5+11 fundazioaren saskibaloi atala,142700.0,142700.0,0.0
244003,3411,48935,,Kirol-dirulaguntzen deialdi orokorra,385000.0,385000.0,0.0
244003,3411,48935,R,Kirol-dirulaguntzen deialdi orokorra,0.0,7726.65,0.0
244003,3411,48938,,"Zuzenak-ekiko hitzarmena, gurpil-aulkiko saskibaloia",25000.0,25000.0,0.0
244004,2381,22669,,"Genero ikuspegia aztertzea, kirolean",15000.0,15000.0,0.0
244004,3401,12000,,Funtzionarioen oinarrizko ordainsariak,150990.0,150990.0,21193.35
244004,3401,12100,,Funtzionarioen ordainsari osagarriak,185092.0,185092.0,40609.3
244004,3401,13000,,Lan-kontratudun langile finkoen ordainsariak,42085.0,42085.0,9356.43
244004,3401,16000,,"Gizarte Segurantza, enpresaren kontura",109566.0,102422.41,24509.59
244004,3401,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,7143.59,1089.86
244004,3421,21200,,Makinak eta instalazioak onik zaintzea,52000.0,52000.0,87.95
244004,3421,22115,,Berariazko material teknikoa - Laborategia,30000.0,30000.0,0.0
244004,3421,22659,,Kirolaren Foroa,6000.0,6000.0,0.0
244004,3421,22672,,Ekitaldien gida prestatzea,10000.0,10000.0,0.0
244004,3421,22673,,Kirol ekitaldi handiak sustatzea hirian,111500.0,111500.0,0.0
244004,3421,22674,,Kirol autoktonoa sustatzea,25000.0,25000.0,0.0
244004,3421,62300,,Kiroleko material inbentariagarria,30000.0,30000.0,0.0
244004,3421,62305,,Berariazko material teknikoa - Kirola,105000.0,105000.0,0.0
9005,9122,10000,,Zinegotzien oinarrizko ordainsariak,1751180.0,1751180.0,384343.33
9005,9122,16000,,"Gizarte Segurantza, enpresaren kontura",820662.0,819111.15,101481.12
9005,9122,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,1550.85,326.01
9005,9122,22633,,Araudi organikoan jasotako diru-ordainak,638118.0,638118.0,151875.0
9015,2111,16103,,"Pentsioak, Udalaren kontura",154000.0,154000.0,22172.41
9015,9122,16109,,"Pentsioen osagarria, Arabako Mutua Forala",4000.0,4000.0,0.0
#,,,,,393956547.41,451203837.15,67385077.86
