#Orgánico,Funcional,Económico,R,Denominación Aplicación,Crédito Inicial 2022,Crédito Definitivo 2022,Obligado,i,j
231203,3341,48939,,Patronato valentin de foronda,12000,12000,12000,,
231203,3341,48961,,Convenio world press photo,52000,52000,41600,,
231203,3341,48961,R,Convenio world press photo,0,10400,10400,,
231203,3341,48962,,Convenio asociación fotográfica,8000,8000,6400,,
231203,3341,48970,,Convenio arabako bertsozale elkartea,14000,14000,11200,,
231203,3341,48970,R,Convenio arabako bertsozale elkartea,0,2800,2800,,
231203,3341,48971,,Convenio arabako dantzarien biltzarra,8000,8000,6400,,
231203,3341,48971,A,Convenio arabako dantzarien biltzarra,0,1600,0,,
231203,3341,48971,R,Convenio arabako dantzarien biltzarra,0,1600,1600,,
231203,3342,48101,,Convenio festival korterraza,25000,25000,20000,,
231203,3361,68500,, adquisicion esculturas y obras de arte,20000,20000,7560.58,,
231203,3361,68500,R, adquisicion esculturas y obras de arte,0,14000,0,,
231203,3361,68503,,Plan mantenimiento y restauracion de obras de arte,50000,50000,16070.52,,
231203,3361,68503,R,Plan mantenimiento y restauracion de obras de arte,0,12647.1,12647.1,,
231203,3361,78100,,Subvencion obras catedral santa maria,120000,120000,96000,,
231203,3361,78100,R,Subvencion obras catedral santa maria,0,24000,24000,,
231203,3381,12000,,Retribuciones basicas de funcionarios,154119.77,154119.77,126953.61,,
231203,3381,12100,,Retribuciones complementarias funcionarios,220044,220044,190610.66,,
231203,3381,14100,,Otro personal,102765,102765,69581.94,,
231203,3381,16000,,Seguridad social a cargo del ayuntamiento,135814,135814,109480.06,,
231203,3381,16500,,Cuotas elkarkidetza a cargo ayuntamiento,8288,8288,7004.3,,
231203,3381,22643,,"Reparacion gigantes, tribunas y nacimiento",15000,15000,1550.54,,
231203,3381,22646,,Gu ere bertsotan,50000,50000,26875,,
231203,3381,22646,R,Gu ere bertsotan,0,1500,0,,
231203,3381,22660,,Carnaval,45000,45000,36028.6,,
231203,3381,22661,,Fiestas virgen blanca,940000,1040000,944839.74,,
231203,3381,22662,,Olarizu,15000,15000,9377.43,,
231203,3381,22663,,Campaña de navidad y reyes,200000,200000,2160.26,,
231203,3381,22663,R,Campaña de navidad y reyes,0,1089.51,0,,
231203,3381,22664,,Fiestas de san anton y santa agueda,16000,16000,16225.83,,
231203,3381,22665,,Espectáculos fiestas virgen blanca,0,0,4256.11,,
231203,3381,22701,,Montaje de escenarios fiestas y otros eventos,150000,164700,113056.09,,
231203,3381,22701,R,Montaje de escenarios fiestas y otros eventos,0,626.62,0,,
231203,3381,48024,,Convenio con casas regionales,60000,68000,0,,
231203,3381,48024,R,Convenio con casas regionales,0,12000,0,,
231203,3381,48909,,Convenio feder. neskas y blusas,30000,30000,24000,,
231203,3381,48909,R,Convenio federación neskas y blusas,0,6000,6000,,
231203,3381,48910,,Convenio asoc.comision de blusas y neskas,120000,120000,96000,,
231203,3381,48910,R,Convenio comision de blusas y neskas,0,24000,24000,,
231203,3381,48922,,Convocatoria comparsas carnavales,90000,95000,90000,,
231203,3381,48969,,Convenio asoc.celedones de oro,12000,12000,9600,,
231203,3381,48969,R,Convenio asoc.celedones de oro,0,2000,2000,,
231203,3381,48980,,Convenio poetas de mayo,25000,25000,20000,,
231203,3381,48980,R,Convenio poetas de mayo,0,5000,5000,,
231203,3381,78001,,Aportaciones a casas regionales,40000,32000,0,,
231203,3381,78001,R,Aportaciones a casas regionales,0,8000,6917.33,,
231203,3392,22737,,Comparsas gigantes,57000,57000,43806.65,,
231204,3321,22649,,Programa red munpal bibliotecas,60000,60000,40159.62,,
231204,3321,22749,,Contratos red bibliotecas,1908000,1908000,1346018.75,,
231204,3321,62800,,Adquisición publicaciones y libros red bibliotecas,120000,120000,79056.72,,
231204,3341,12000,,Retribuciones basicas de funcionarios,256205.48,256205.48,175521.3,,
231204,3341,12100,,Retribuciones complementarias funcionarios,292509,292509,216003.89,,
231204,3341,14100,,Otro personal,121992,121992,85426.19,,
231204,3341,16000,,Seguridad social a cargo del ayuntamiento,202794,202794,157797.9,,
231204,3341,16500,,Cuotas elkarkidetza a cargo ayuntamiento,14836,14836,11246.2,,
231204,3341,22607,,Difusión campañas en centros cívicos,15000,15000,10721.95,,
231204,3341,22608,,Proyectos culturales zonas,35000,35000,12345.88,,
231204,3341,22636,,Cursos culturales en centros civicos,630000,630000,452215.62,,
231204,3341,22647,,Campañas en centros civicos,100000,100000,45021.74,,
231205,3332,12000,,Retribuciones basicas de funcionarios,84668.44,84668.44,55010.62,,
231205,3332,12100,,Retribuciones complementarias funcionarios,100963,100963,80323.1,,
231205,3332,14100,,Otro personal,15052,15052,11547.86,,
231205,3332,16000,,Seguridad social a cargo del ayuntamiento,57666,57666,43653.63,,
231205,3332,16500,,Cuotas elkarkidetza a cargo ayuntamiento,3829,3829,2212.45,,
231205,3332,22622,,Programas centro cultural montehermoso,160000,140000,134795.29,,
231205,3332,22623,,Programa para la creación y fidelización de públicos,40000,40000,22634.12,,
231205,3332,22624,,Reorientación de la actividad en oihaneder,250000,250000,12550.97,,
231205,3332,22751,,Contratos servicios montehermos,150000,150000,54818.87,,
231205,3332,22751,R,Contratos servicios montehermos,0,45782.05,41933.34,,
231205,3332,62602,,Fondos multimedia mediateca,2000,2000,1247.95,,
231205,3332,62901,,Adquisicion equipos montehermoso,30000,30000,3464.96,,
231210,3392,12000,,Retribuciones basicas de funcionarios,576399.58,576399.58,387104.85,,
231210,3392,12100,,Retribuciones complementarias funcionarios,695620,695620,506295.38,,
231210,3392,14100,,Otro personal,237471,237471,134182.92,,
231210,3392,16000,,Seguridad social a cargo del ayuntamiento,443472,443472,301822.74,,
231210,3392,16500,,Cuotas elkarkidetza a cargo ayuntamiento,19178,19178,13856.6,,
231210,3392,21207,,Mantenimiento y reparación equipos banda de música,20000,20000,16716.75,,
231210,3392,22692,,Banda musica-colaboraciones,15000,15000,10438.5,,
231210,3392,22699,,Gastos programación banda musica,55000,55000,23383.17,,
231210,3392,22732,,Contratos de prestacion de servicios,25000,25000,42139.68,,
231210,3392,62800,,Adquisicion publicaciones y libros,5000,5000,4374.51,,
231210,3392,62903,,Equipamiento banda municipal,25000,25000,645.27,,
231220,3341,22760,,Contratos de servicios derivados reforma,110000,110000,0,,
231220,3342,12000,,Retribuciones basicas de funcionarios,222579.33,222579.33,156342.65,,
231220,3342,12100,,Retribuciones complementarias funcionarios,297151,297151,223411.32,,
231220,3342,14100,,Otro personal,125701,125701,75978.9,,
231220,3342,16000,,Seguridad social a cargo del ayuntamiento,212541,212541,145284.26,,
231220,3342,16500,,Cuotas elkarkidetza a cargo ayuntamiento,8284,8284,6886,,
231220,3342,22603,,Publicidad especial red teatros,15000,15000,6722.78,,
231220,3342,22627,,Espectaculos  y festivales red de teatros,513000,573000,332067.63,,
231220,3342,22628,,Espectáculos en gira,500500,500500,377730.96,,
231220,3342,22648,,"Coproducción escénica, creadores locales",40000,40000,19250,,
231220,3342,22732,,Contratos de prestación de servicios red de teatros,332313.55,372313.55,211134.16,,
231220,3342,22732,R,Contratos de prestación de servicios red de teatros,0,143887,130788.79,,
231220,3342,47140,,Proyecto topa!,35000,35000,28000,,
231220,3342,47140,R,Proyecto topa!,0,8000,8000,,
231220,3342,48981,,Convenio teatro paraiso,50000,50000,40000,,
231220,3342,48981,R,Convenio teatro paraiso,0,10000,10000,,
231220,3342,48982,,Convenio dazz jazz,12000,12000,9600,,
231220,3342,48989,,Convenio ortzai,40000,40000,32000,,
231220,3342,48989,R,Convenio ortzai,0,8000,8000,,
231220,3342,48990,,Convenio baratza aretoa,40000,40000,32000,,
231220,3342,48990,R,Convenio baratza aretoa,0,8000,8000,,
231220,3342,62505,,Suministro contenedores teatro felix petite,1,300000,0,,
231220,3342,62901,,Adquisicion equipos red de teatros,15000,15000,26131.16,,
231220,3342,62930,A,Equipación félix petite,0,7987.21,0,,
231901,3201,12000,,Retribuciones basicas de funcionarios,1672217.38,1672217.38,1137565.6,,
231901,3201,12100,,Retribuciones complementarias funcionarios,1842901,1842901,1314968.47,,
231901,3201,14100,,Otro personal,478052,478052,496920.25,,
231901,3201,16000,,Seguridad social a cargo del ayuntamiento,1286532,1286532,1003190.85,,
231901,3201,16500,,Cuotas elkarkidetza a cargo ayuntamiento,50864,50864,35671.21,,
231901,3231,22106,,Productos alimenticios,87000,87000,50047.55,,
231901,3231,22115,,Material fungible didactico educación,15000,15000,10003.75,,
231901,3231,22199,,Otros suministros y gastos diversos educación,10000,10000,3519.85,,
231901,3231,22786,,Servicio de comidas escuelas infantiles,51500,51500,33917.83,,
231901,3231,62202,,Intervenciones en patios,160000,160000,116681.93,,
231901,3231,62501,,Mobiliario para escuelas infantiles,7000,7000,2303.9,,
231901,3231,62505,,Otros enseres escuelas infantiles,5000,7760.63,6424.14,,
231901,3231,62520,R,Proyecto sombras escuelas infantiles,0,61701.58,59845.37,,
231901,3232,22651,,Programa de ciudad coeducación,80000,30365,2601.55,,
231901,3232,22659,,Programas educativos,330000,330000,198553.39,,
231901,3232,22787,,Consejo escolar municipal,1500,1500,592.3,,
231901,3261,22300,,Transporte educación,4000,4000,1076.35,,
231902,3201,12000,,Retribuciones basicas de funcionarios,218272.46,218272.46,148606.52,,
231902,3201,12100,,Retribuciones complementarias funcionarios,255940,255940,183994.92,,
231902,3201,14100,,Otro personal,53569,90917,70164.19,,
231902,3201,16000,,Seguridad social a cargo del ayuntamiento,147708,159995,119240.31,,
231902,3201,16500,,Cuotas elkarkidetza a cargo ayuntamiento,7116,7116,5930.14,,
231902,3201,20200,,Arrendamiento de maquinaria e instalaciones,50,50,0,,
231902,3201,22115,,Material tecnico especifico,10000,10000,1338.29,,
231902,3201,22603,,Difusion campaña eeii y programa vacacional,4000,4000,2297.79,,
231902,3232,22605,,Jornadas,5000,5000,0,,
231902,3232,22624,,Programa compensación centros educativos,40000,40000,16087.83,,
231902,3232,22695,,Dinamización ampas,55000,55000,34743.35,,
231902,3232,22780,,Programa vacacional,328406,328406,327632.76,,
231902,3261,48004,,Compensacion educativa,170000,170000,97549.14,,
231902,3261,48108,,Suvencion transporte de programas,21000,21000,0,,
231902,3261,48136,,"Convenio jazzargia ""ondas de jazz""",30000,30000,0,,
231903,3261,22101,,Proyectos en patios,33000,33000,8183.1,,
231903,3261,22302,,Sentencias iruña de oka,4500,4500,0,,
231903,3261,22718,,Proyectos con la upv - ciudadades educadoras,25000,25000,2950.25,,
231903,3261,22719,,Cursos de verano upv - ehu,11000,11000,2748.4,,
231903,3261,48010,,Subv. programas vacacionales y extraescolares ampas,195000,195000,120000,,
231903,3261,48011,,Convenio denon eskola,50000,50000,0,,
231903,3261,48012,,Convenio federación fapacne,6000,6000,0,,
231903,3261,48065,,Convenio ampa ceip aldaialde,40000,40000,28575.36,,
231903,3261,48175,,Actividades asociaciones personas con discapacidad,20000,20000,9823.99,,
231903,3271,48114,,Subv. fundacion fernando buesa,45000,45000,45000,,
231903,3291,48172,,Convenio fundación catedral santa maría,11000,11000,0,,
231903,3293,40100,,A la uned,100000,100000,100000,,
231903,3293,42105,,Consorcio formacion profesional,2760.63,0,0,,
231903,3293,48105,,Escuela de artes y oficios,435000,435000,435000,,
2410,3301,11000,,Retribuciones personal eventual gabinete,0,0,207.83,,
2410,3301,12000,,Retribuciones basicas de funcionarios,31947.88,31947.88,21062.92,,
2410,3301,12100,,Retribuciones complementarias funcionarios,61927,61927,43987.48,,
2410,3301,16000,,Seguridad social a cargo del ayuntamiento,15966,15966,11164.84,,
2410,3301,16500,,Cuotas elkarkidetza a cargo ayuntamiento,1662,1662,1187.3,,
2420,3301,12000,,Retribuciones basicas de funcionarios,238265.04,238265.04,160197.93,,
2420,3301,12100,,Retribuciones complementarias funcionarios,300970,300970,220496.04,,
2420,3301,14100,,Otro personal,142903,142903,146256.99,,
2420,3301,16000,,Seguridad social a cargo del ayuntamiento,217580,217580,173740.98,,
2420,3301,16500,,Cuotas elkarkidetza a cargo ayuntamiento,14396,14396,10907.3,,
243001,3111,12000,,Retribuciones basicas de funcionarios,247501.83,247501.83,165945.1,,
243001,3111,12100,,Retribuciones complementarias funcionarios,360601,360601,257259.07,,
243001,3111,14100,,Otro personal,114910,114910,183962.11,,
243001,3111,16000,,Seguridad social a cargo del ayuntamiento,206770,206770,192786.85,,
243001,3111,16500,,Cuotas elkarkidetza a cargo ayuntamiento,10739,10739,8465.5,,
243001,3112,22107,,Alimentacion para animales,31629,31629,20295.65,,
243001,3112,22108,,Suministro farmacia animales,30750,30750,12788.56,,
243001,3112,22112,,Materiales para sanidad animal,8000,8000,2354.95,,
243001,3112,22113,,Materiales de higiene alimentaria,2500,2500,2290.91,,
243001,3112,22699,,Otros gastos diversos,12000,12000,8482.54,,
243001,3112,22718,,Programas de sanidad animal,79744,79744,23037.59,,
243001,3112,22718,R,Programas de sanidad animal,0,9486.4,9486.4,,
243001,3112,22719,,Programa de higiene alimentaria,19360,19360,0,,
243001,3112,22720,,Programas parque d.d.d.,154957,154957,103304.48,,
243001,3112,22722,,Programa asistencia animal,25000,25000,15228.73,,
243001,3112,22766,,Ejecuciones subsidiarias ddd,5000,5000,1804.72,,
243001,3112,48104,,Subvención promoción de la salud,441000,441000,354464.93,,
243001,3112,48104,A,Subvención promoción de la salud,0,600,0,,
243001,3112,48104,R,Subvención promoción de la salud,0,83612.82,81889.51,,
243001,3112,48196,,Convenio gaden colonia de gatos,44000,44000,35200,,
243001,3112,48196,R,Convenio gaden colonia de gatos,0,13600,0,,
243001,3112,62310,,Equipamiento centro protección animal reformado,30000,30000,16943.13,,
243001,3112,62310,R,Equipamiento centro protección animal reformado,0,4808.54,4808.54,,
243001,3112,62311,,Material inventariable,70000,70000,3860.85,,
243001,3112,62311,R,Material inventariable,0,50170.23,50170.23,,
243002,2315,48021,,Asoc.padres niños oncohematologicos,6000,6000,4500,,
243002,2315,48021,R,Asoc.padres niños oncohematologicos,0,1500,1500,,
243002,2315,48027,,Convenio asoc.asajer-videojuegos,31500,31500,25200,,
243002,2315,48027,R,Convenio asoc.asajer-videojuegos,0,7875,7875,,
243002,2315,48030,,Conv asoc asajer-ludopatias prevención 1º 2º y 3º,21500,21500,17200,,
243002,2315,48030,R,Conv asoc asajer-ludopatias prevención 1º 2º y 3º,0,5375,5374.5,,
243002,2315,48187,,Convenio bio araba,0,10000,0,,
243002,2315,48197,,Convenio fundación jeiki/hazgarri,50500,50500,40400,,
243002,2315,48197,R,Convenio fundación jeiki/hazgarri,0,12625,12625,,
243002,2315,48198,,Convenio zuzenak salud,35000,35000,0,,
243002,3111,21210,,Mantenimiento desfibriladores,14236,14236,14117.03,,
243002,3111,22199,,Materiales prevención adicciones,2000,2000,2416.37,,
243002,3111,22702,,Plan de salud - ciudades saludables,35000,35000,5742.69,,
243002,3111,22708,,Junta arbitral información en consumo,7000,7000,4158,,
243002,3111,22717,,Prestación servicios promoción salud,110000,110000,45692.66,,
243002,3111,22718,,Programa prevención adicciones,115000,115000,43909.23,,
243002,3111,22718,R,Programa prevención adicciones,0,1948,1948,,
243002,3111,22721,,Programa reinserción de adicciones,103500,103500,82800,,
243002,3111,22721,R,Programa reinserción de adicciones,0,25875,25875,,
243002,3112,12000,,Retribuciones basicas de funcionarios,69046.55,69046.55,54206.21,,
243002,3112,12100,,Retribuciones complementarias funcionarios,88714,88714,71924.6,,
243002,3112,14100,,Otro personal,72,72,67163.09,,
243002,3112,16000,,Seguridad social a cargo del ayuntamiento,43979,43979,60660.17,,
243002,3112,16500,,Cuotas elkarkidetza a cargo ayuntamiento,3536,3536,4410.55,,
243003,3113,12000,,Retribuciones basicas de funcionarios,305125.46,305125.46,225134.58,,
243003,3113,12100,,Retribuciones complementarias funcionarios,448337,448337,341799.75,,
243003,3113,14100,,Otro personal,24689,24689,127.42,,
243003,3113,16000,,Seguridad social a cargo del ayuntamiento,212726,212726,156993.55,,
243003,3113,16500,,Cuotas elkarkidetza a cargo ayuntamiento,7122,7122,5426,,
243003,3113,21200,,Mantenimiento maquinaria e instalaciones,24500,24500,14136.44,,
243003,3113,22115,,Material tecnico especifico,90000,90000,65865.79,,
243003,3113,22716,,Contratacion auditorias de calidad,30500,30500,13826.1,,
243004,3113,12000,,Retribuciones basicas de funcionarios,28409.48,28409.48,19364.62,,
243004,3113,12100,,Retribuciones complementarias funcionarios,39391,39391,27567.9,,
243004,3113,16000,,Seguridad social a cargo del ayuntamiento,15266,15266,11164.87,,
243004,3113,16500,,Cuotas elkarkidetza a cargo ayuntamiento,1662,1662,1187.3,,
244001,3401,12000,,Retribuciones basicas de funcionarios,91712.45,91712.45,77407.87,,
244001,3401,12100,,Retribuciones complementarias funcionarios,149013,149013,149049.77,,
244001,3401,14100,,Otro personal,13410,13410,26432.78,,
244001,3401,16000,,Seguridad social a cargo del ayuntamiento,79177,79177,74295.65,,
244001,3401,16500,,Cuotas elkarkidetza a cargo ayuntamiento,7830,7830,6146.2,,
244001,3411,22761,,Contrato arrendamiento pista hielo bakh,910000,910000,473680.9,,
244001,3421,22762,,Pista de hielo navidad,22000,22000,0,,
244001,3421,22767,,Contratos atención instalaciones deportivas,700000,700000,529831.33,,
244001,3421,22796,,Contrato apertura complejos deportivos verano,850000,850000,619005.44,,
244001,3421,62228,,Equipamientos complejos deportivos,70000,70000,20839.27,,
244003,3401,12000,,Retribuciones basicas de funcionarios,61136.45,61136.45,209206.75,,
244003,3401,12100,,Retribuciones complementarias funcionarios,89210,89210,315486.83,,
244003,3401,14100,,Otro personal,13576,13576,283480.05,,
244003,3401,16000,,Seguridad social a cargo del ayuntamiento,43034,43034,253380.98,,
244003,3401,16500,,Cuotas elkarkidetza a cargo ayuntamiento,3829,3829,13662.35,,
244003,3411,22300,,Transporte,28000,28000,26545.2,,
244003,3411,22602,,Trofeos y distinciones deportivas,1000,1000,980.01,,
244003,3411,22606,,Organización actividades promoción deportiva,45000,45000,30112.28,,
244003,3411,22699,,Otros gastos diversos,80000,80000,42127.22,,
244003,3411,22706,,Programa actividades físicas,2808412,3288532.43,2243107.06,,
244003,3411,22722,,Igualdad en el deporte,0,0,3625,,
244003,3411,22724,,Programa paseos en la naturaleza,30000,30000,9438,,
244003,3411,22735,,Programas para jovenes-rumbo al deporte,70000,88000,55526.29,,
244003,3411,22768,,Servicio de montajes especiales,24372,24372,8697.7,,
244003,3411,22769,,Patrocinio deportivo alavés,400000,400000,400000,,
244003,3411,48111,,Conv. federación pelota vasca,30000,30000,10725,,
244003,3411,48119,,Convenio aspace paralisis cerebral,30000,30000,16720.48,,
244003,3411,48122,,Convenio araski,110000,110000,105431.25,,
244003,3411,48122,R,Convenio araski,0,4568.75,4568.75,,
244003,3411,48133,,Convenio con zuzenak,167000,167000,88774.4,,
244003,3411,48141,,Convenio apdema,27800,27800,16837.25,,
244003,3411,48142,,Convenio autismo araba,16200,16200,9083.99,,
244003,3411,48143,,Convenio federación alavesa atletismo-media y san silvestre,17000,17000,0,,
244003,3411,48143,R,Convenio federación alavesa atletismo-media y san silvestre,0,3400,3400,,
244003,3411,48144,,Convenio martin fiz,32000,0,0,,
244003,3411,48145,,Convenio parabadminton internacional,15000,15000,12000,,
244003,3411,48146,,Convenio torneo tenis internacional,15000,15000,12000,,
244003,3411,48147,,Convenio vihalf,25000,30000,24000,,
244003,3411,48148,,Convenio gaztedi,20000,20000,13600,,
244003,3411,48928,,Subvención fundación 5+11 baloncesto,141000,141000,105410,,
244003,3411,48929,,Convenio alavés femenino gloriosas,100000,100000,75000,,
244003,3411,48935,,Convocatoria general de subvenciones,370000,370000,278204.85,,
244003,3411,48935,R,Convocatoria general de subvenciones,0,74953.52,58808.74,,
244003,3411,48982,,Convenio federación alavesa herri kirolak_la blanca,11500,11500,9200,,
244003,3411,48982,R,Convenio federación alavesa herri kirolak_la blanca,0,2300,2300,,
244003,3411,48983,,Convenio federacion alavesa pelota vasca la blanca femenino,12500,12500,10000,,
244003,3411,62297,,Inversiones equipamiento actividades físicas,300000,180000,8291.8,,
244004,2381,22669,,Perspectiva de genero en el deporte,3000,3000,0,,
244004,3401,12000,,Retribuciones basicas de funcionarios,28556.31,28556.31,39724.5,,
244004,3401,12100,,Retribuciones complementarias funcionarios,42247,42247,71440.27,,
244004,3401,14100,,Otro personal,0,0,1984.83,,
244004,3401,16000,,Seguridad social a cargo del ayuntamiento,20838,20838,32861.63,,
244004,3401,16500,,Cuotas elkarkidetza a cargo ayuntamiento,457,457,1634.4,,
244004,3411,22640,,Patrocinio hiru hiriburuak fem,12100,12100,0,,
244004,3421,21200,,Mantenimiento maquinaria e instalaciones,30000,30000,12380.58,,
244004,3421,22115,,Material tecnico especifico,40000,40000,5791.72,,
244004,3421,22673,,Eventos deportivos de ciudad,25000,57000,52375.88,,
244004,3421,22674,,Promoción deporte autóctono,25000,25000,1000,,
244004,3421,22674,R,Promoción deporte autóctono,0,18150,18150,,
244004,3421,22686,,Servicios deportivos,1900000,2137571.96,1459913.69,,
244004,3421,22686,R,Servicios deportivos,0,2420,2420,,
244004,3421,62300,,Material inventariable deporte,45000,45000,25042.04,,
244004,3421,62305,,Material técnico específico deporte,220000,40000,15982.65,,
244005,3401,12000,,Retribuciones basicas de funcionarios,255617.53,255617.53,0,,
244005,3401,12100,,Retribuciones complementarias funcionarios,323129,323129,0,,
244005,3401,14100,,Otro personal,264112,264112,0,,
244005,3401,16000,,Seguridad social a cargo del ayuntamiento,269260,269260,0,,
244005,3401,16500,,Cuotas elkarkidetza a cargo ayuntamiento,13780,13780,0,,
244006,3401,12000,,Retribuciones basicas de funcionarios,29966.04,29966.04,0,,
244006,3401,12100,,Retribuciones complementarias funcionarios,50549,50549,0,,
244006,3401,16000,,Seguridad social a cargo del ayuntamiento,22886,22886,0,,
244006,3401,16500,,Cuotas elkarkidetza a cargo ayuntamiento,1956,1956,0,,
2450,2391,12000,,Retribuciones basicas de funcionarios,85142.23,85142.23,52171.93,,
2450,2391,12100,,Retribuciones complementarias funcionarios,102624,102624,68105.33,,
2450,2391,14100,,Otro personal,50401,50401,32707.55,,
2450,2391,16000,,Seguridad social a cargo del ayuntamiento,69426,69426,50614.13,,
2450,2391,16500,,Cuotas elkarkidetza a cargo ayuntamiento,1357,1357,1842.05,,
2450,2391,22696,,Cuota euskal fondoa,11799,11799,11799.27,,
2450,2391,22699,,Otros gastos diversos,3000,3000,472.6,,
2450,2391,22707,,Estudios y trabajos tecnicos,55000,55000,3872,,
2450,2391,22799,,Programas sensibilización y comunicación,104000,126055,82784.11,,
2450,2391,23002,,Gastos de desplazamiento,10000,10000,4248.66,,
2450,2391,48200,,Subvenciones de cooperación al desarrollo,1897055,1870000,1248240.48,,
2450,2391,48205,,Convenio fondo alavés de emergencia,170000,170000,170000,,
2450,2391,48206,,Convenio asoc.amigos/as del rasd,320000,320000,0,,
2450,2391,48207,,Convenio euskal fondoa,207000,207000,207000,,
2450,2391,48211,,Convenio coordinadora ongds,24000,24000,24000,,
2450,2391,48212,,Convenio afanis-vacaciones en paz,17000,17000,0,,
2450,2391,48213,,Convenio comercio justo,90000,90000,90000,,
2450,2391,48215,,Convenio afrika,20000,25000,25000,,
9005,9122,10000,,Retribuciones basicas corporativos,1983183.22,1983183.22,1359950.72,,
9005,9122,16000,,Seguridad social a cargo del ayuntamiento,504434,504434,358818.12,,
9005,9122,16500,,Cuotas elkarkidetza a cargo ayuntamiento,1187,1187,1068.57,,
9005,9122,22633,,Asignaciones reglamento orgánico,638118,638118,455625,,
9015,2111,16109,,Complemento pensiones mutua foral de alava,75000,75000,36113.23,,
