#Orgánico,Funcional,Económico,R,Denominación Aplicacion,Tot Crédito inicial 2020,Tot Crédito Definitivo,Tot Obligado
243002,2315,48193,,Convenio Asoc. esclerosis múltiple,5589.6,5589.6,4192.2
243002,2315,48195,,Convenio asociación corazón sin fronteras,7242.0,7242.0,5431.5
243002,2315,48197,,Convenio fundación JEIKI/Hazgarri,48038.94,48038.94,36029.21
243002,2315,48198,,Convenio slow food hábitos vida saludable,25734.6,12000.0,9000.0
243002,2315,48199,,Convenio comisión antisida programa Gaien artean,23379.46,23379.46,17534.6
243002,2315,48932,,Convenio APDEMA,11454.6,11454.6,8590.95
243002,2315,48957,,Convenio Loremaitea - agle,11189.4,11189.4,8392.05
243002,2315,48972,,Convenio antisida programa prevención,23460.0,23460.0,17595.0
243002,3111,12000,,Retribuciones básicas de funcionarios,87462.0,87462.0,89164.72
243002,3111,12100,,Retribuciones complementarias funcionarios,94237.0,94237.0,99806.61
243002,3111,16000,,Seguridad social a cargo del Ayuntamiento,49302.0,45502.63,50293.97
243002,3111,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,3799.37,3727.08
243002,3111,21210,,Mantenimiento desfibriladores,18000.0,17288.48,0.0
243002,3111,22198,,Materiales para educación para la salud,1000.0,1000.0,190.0
243002,3111,22199,,Materiales prevención drogodependencias,6000.0,6000.0,0.0
243002,3111,22702,,Plan de salud - cuidados saludables,59000.0,59000.0,20146.52
243002,3111,22708,,Junta arbitral información en consumo,7500.0,7500.0,185.13
243002,3111,22717,,Prestación servicios promoción salud,119615.9,97327.42,27256.88
243002,3111,22718,,Programa prevención drogodependencias,96500.0,96500.0,34043.2
243002,3111,22718,R,Programa prevención drogodependencias,0.0,34021.37,22032.0
243002,3111,22721,,Programa reinserción de drogodependencias,98375.94,98375.94,73781.96
243003,3112,12000,,Retribuciones básicas de funcionarios,228804.0,228804.0,222624.78
243003,3112,12100,,Retribuciones complementarias funcionarios,317408.0,317408.0,326056.94
243003,3112,14100,,Otro personal,66272.0,66272.0,120840.5
243003,3112,16000,,Seguridad social a cargo del Ayuntamiento,178742.0,173759.95,188400.13
243003,3112,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,4982.05,5795.98
243003,3113,21200,,Mantenimiento maquinaria e Instalaciones,34000.0,34000.0,19472.88
243003,3113,22115,,Material técnico específico,84500.0,84500.0,97617.77
243003,3113,22716,,Contratación auditorias de calidad,26743.0,26743.0,25943.56
243004,3113,14100,,Otro personal,57784.0,57784.0,34534.51
243004,3113,16000,,Seguridad social a cargo del Ayuntamiento,17100.0,15549.15,10751.58
243004,3113,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,1550.85,1086.7
2440,3411,22145,,Gastos sanitarios por Coronavirus,0.0,0.0,8097.03
2440,3421,22684,,Indemnización suspensión contratos Coronavirus,0.0,0.0,1109921.18
244001,3401,12000,,Retribuciones básicas de funcionarios,209796.0,209796.0,212936.84
244001,3401,12100,,Retribuciones complementarias funcionarios,301481.0,301481.0,297681.71
244001,3401,14100,,Otro personal,53421.0,53421.0,89423.67
244001,3401,16000,,Seguridad social a cargo del Ayuntamiento,178229.0,169030.34,168357.42
244001,3401,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,9198.66,11172.59
244001,3411,22761,,Contrato arrendamiento pista hielo bakh,711738.25,711738.25,340804.76
244001,3421,22762,,Pista de hielo,15000.0,15000.0,0.0
244001,3421,22767,,Contratos atención Instalaciones deportivas,1372232.6,1372232.6,866320.31
244001,3421,22796,,Contrato apertura complejos deportivos verano,880820.33,880820.33,450031.04
244001,3421,62228,,Equipamientos complejos deportivos,60000.0,30000.0,0.0
244001,3421,62231,,Sala de baile san martin,0.0,0.0,0.0
244001,3421,62231,A,Obras vestuarios Aranbizkarra,0.0,638376.09,53720.05
244002,3401,12000,,Retribuciones básicas de funcionarios,18839.0,18839.0,18481.03
244002,3401,12100,,Retribuciones complementarias funcionarios,21048.0,21048.0,22451.79
244002,3401,14100,,Otro personal,3107.0,3107.0,11638.42
244002,3401,16000,,Seguridad social a cargo del Ayuntamiento,14745.0,13478.54,16404.56
244002,3401,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,1266.46,1064.88
244003,3401,12000,,Retribuciones básicas de funcionarios,135664.0,135664.0,106402.06
244003,3401,12100,,Retribuciones complementarias funcionarios,180703.0,180703.0,133433.42
244003,3401,14100,,Otro personal,135677.0,135677.0,145963.68
244003,3401,16000,,Seguridad social a cargo del Ayuntamiento,138033.0,127296.69,112978.89
244003,3401,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,10736.31,9142.02
244003,3411,22300,,Transporte,15000.0,15000.0,4486.68
244003,3411,22602,,Trofeos y distinciones deportivas,7000.0,7000.0,3895.0
244003,3411,22606,,Colaboración entidades deportivas,45000.0,45000.0,472.77
244003,3411,22699,,Otros gastos diversos,61359.49,61359.49,44106.45
244003,3411,22706,,Programa actividades físicas,4172128.8,3982128.8,1765409.48
244003,3411,22706,R,Programa actividades físicas,0.0,39243.39,0.0
244003,3411,22724,,Programa de Dinamización deportiva,25716.53,25716.53,0.0
244003,3411,22735,,Programas para jóvenes-rumbo al deporte,62500.0,62500.0,15735.92
244003,3411,22768,,Servicio de montajes especiales,25000.0,25000.0,1864.81
244003,3411,48111,,Conv. Federación pelota vasca,30000.0,30000.0,0.0
244003,3411,48115,,Convenio Federación alavesa de bolos,5933.41,5933.41,2373.37
244003,3411,48119,,Convenio ASPACE parálisis cerebral,25079.46,25079.46,15629.39
244003,3411,48122,,Convenio ARASKI,107500.0,107500.0,0.0
244003,3411,48133,,Convenio con Zuzenak,137700.0,97700.0,62801.36
244003,3411,48141,,Convenio APDEMA,25254.51,25254.51,0.0
244003,3411,48142,,Convenio Autismo Araba,14730.85,14730.85,9121.35
244003,3411,48928,,Subvención Fundación 5+11 baloncesto,142700.0,142700.0,114160.0
244003,3411,48935,,Convocatoria general de subvenciones,385000.0,385000.0,0.0
244003,3411,48935,R,Convocatoria general de subvenciones,0.0,7726.65,6133.29
244003,3411,48938,,Convenio Zuzenak- baloncesto en silla de ruedas,25000.0,25000.0,20000.0
244004,2381,22669,,Perspectiva de género en el deporte,15000.0,15000.0,0.0
244004,3401,12000,,Retribuciones básicas de funcionarios,150990.0,150990.0,100809.29
244004,3401,12100,,Retribuciones complementarias funcionarios,185092.0,185092.0,131143.42
244004,3401,13000,,Retribuciones personal laboral fijo,42085.0,42085.0,42572.0
244004,3401,14100,,Otro personal,0.0,0.0,5881.5
244004,3401,16000,,Seguridad social a cargo del Ayuntamiento,109566.0,102422.41,88802.24
244004,3401,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,7143.59,3931.68
244004,3421,21200,,Mantenimiento maquinaria e Instalaciones,52000.0,15099.0,4978.05
244004,3421,22115,,Material técnico específico,30000.0,66901.0,9312.45
244004,3421,22659,,Foro deporte,6000.0,6000.0,0.0
244004,3421,22672,,Elaboración guía de eventos,10000.0,10000.0,0.0
244004,3421,22673,,Promoción grandes eventos ciudad,111500.0,111500.0,40000.0
244004,3421,22674,,Promoción deporte autóctono,25000.0,25000.0,0.0
244004,3421,62300,,Material inventariable deporte,30000.0,80000.0,974.9
244004,3421,62305,,Material técnico específico,105000.0,105000.0,0.0
9005,9122,10000,,Retribuciones básicas corporativos,1751180.0,1751180.0,1740873.94
9005,9122,16000,,Seguridad social a cargo del Ayuntamiento,820662.0,819111.15,403011.67
9005,9122,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,1550.85,1521.38
9005,9122,22633,,Asignaciones reglamento orgánico,638118.0,638118.0,607500.0
9015,2111,16103,,Pensiones a cargo del Ayuntamiento,154000.0,154000.0,86514.14
9015,9122,16109,,Complemento pensiones Mutua foral de Alava,4000.0,4000.0,1472.5
#,,,,,393956547.41,461428953.48,327914861.09
